#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
974,Max Kranick,668820,668820,22175,10909,*0429r*,NYM,RP,RP,Kranick,Max,Kranick,Max,Max Kranick
975,Kyle McCann,668832,668832,25575,10856,*0513b*,ATH,C,C,McCann,Kyle,McCann,Kyle,Kyle McCann
976,Easton McGee,668834,668834,22176,11579,,MIL,SP,SP,McGee,Easton,McGee,Easton,Easton McGee
977,Conner Capel,668843,668843,19983,11503,*041sb*,ATL,OF,OF,Capel,Conner,Capel,Conner,Conner Capel
978,Aaron Schunk,668845,668845,25524,11079,*0511w*,COL,2B,2B/SS/ 3B,Schunk,Aaron,Schunk,Aaron,Aaron Schunk
979,Austin Shenton,668853,668853,25425,10869,*04y98*,SEA,1B,1B,Shenton,Austin,Shenton,Austin,Austin Shenton
980,Zack Thompson,668868,668868,25918,10898,*04n0p*,STL,RP,RP,Thompson,Zack,Thompson,Zack,Zack Thompson
981,Caleb Kilian,668873,668873,26213,11416,*04q1w*,CHC,RP,RP,Kilian,Caleb,Kilian,Caleb,Caleb Kilian
982,Blair Henley,668874,668874,26190,12074,*0424v*,HOU,SP,SP,Henley,Blair,Henley,Blair,Blair Henley
983,Hunter Greene,668881,668881,22182,10216,*04aea*,CIN,SP,SP,Greene,Hunter,Greene,Hunter,Hunter Greene
984,Austin Martin,668885,668885,27462,10833,*05249*,MIN,OF,2B/OF,Martin,Austin,Martin,Austin,Austin Martin
985,Mark Vientos,668901,668901,22184,10282,*03zcy*,NYM,3B,3B,Vientos,Mark,Vientos,Mark,Mark Vientos
986,Royce Lewis,668904,668904,20437,10319,*04aeb*,MIN,3B,3B,Lewis,Royce,Lewis,Royce,Royce Lewis
987,Gavin Williams,668909,668909,30122,11590,*05jp7*,CLE,SP,SP,Williams,Gavin,Williams,Gavin,Gavin Williams
988,Brice Turang,668930,668930,22186,10151,*04b00*,MIL,2B,2B,Turang,Brice,Turang,Brice,Brice Turang
989,Graham Ashcraft,668933,668933,27552,11417,*041×9*,CIN,RP,RP,Ashcraft,Graham,Ashcraft,Graham,Graham Ashcraft
990,Adley Rutschman,668939,668939,26288,10704,*04q2n*,BAL,C,C,Rutschman,Adley,Rutschman,Adley,Adley Rutschman
991,JoJo Romero,668941,668941,19574,10528,*041rj*,STL,RP,RP,Romero,JoJo,Romero,JoJo,JoJo Romero
992,Josh Rojas,668942,668942,19734,10670,*04oct*,CHW,3B,2B/3B,Rojas,Josh,Rojas,Josh,Josh Rojas
993,Ryan Miller,668943,668943,22187,12166,,DET,RP,RP,Miller,Ryan,Miller,Ryan,Ryan Miller
994,Ryan Kreidler,668952,668952,25867,11324,*05132*,DET,SS,SS,Kreidler,Ryan,Kreidler,Ryan,Ryan Kreidler
995,Tobias Myers,668964,668964,22191,10345,*041sz*,MIL,SP,SP,Myers,Tobias,Myers,Tobias,Tobias Myers
996,Hans Crouse,668968,668968,22192,10211,*04ak3*,LAA,RP,RP,Crouse,Hans,Crouse,Hans,Hans Crouse
997,Gavin Hollowell,668970,668970,25427,11577,*0514j*,CHC,RP,RP,Hollowell,Gavin,Hollowell,Gavin,Gavin Hollowell
998,Casey Legumina,668984,668984,25921,11690,*0427a*,SEA,RP,RP,Legumina,Casey,Legumina,Casey,Casey Legumina
999,Connor Scott,669002,669002,sa3008080,10169,*04oh1*,KC,OF,OF,Scott,Connor,,,
1000,Garrett Mitchell,669003,669003,27555,11204,*04en7*,MIL,OF,OF,Mitchell,Garrett,Mitchell,Garrett,Garrett Mitchell
1001,MJ Melendez,669004,669004,22197,10293,*04eey*,KC,OF,OF,Melendez,MJ,Melendez,MJ,MJ Melendez
1002,Brandon Marsh,669016,669016,20202,10146,*041q8*,PHI,OF,OF,Marsh,Brandon,Marsh,Brandon,Brandon Marsh
1003,Ryan Rolison,669020,669020,sa3008244,10323,*04mlh*,COL,SP,SP,Rolison,Ryan,Rolison,Ryan,Ryan Rolison
1004,MacKenzie Gore,669022,669022,22201,9973,*04cd5*,WSH,SP,SP,Gore,MacKenzie,Gore,MacKenzie,MacKenzie Gore
1005,Jeter Downs,669023,669023,22202,10237,*04eeg*,FA,SS,SS,Downs,Jeter,,,
1006,Bryse Wilson,669060,669060,19990,10082,*0429h*,CHW,SP,SP,Wilson,Bryse,Wilson,Bryse,Bryse Wilson
1007,Erik Miller,669062,669062,26252,11987,*04y8z*,SF,RP,RP,Miller,Erik,Miller,Erik,Erik Miller
1008,Kyle Stowers,669065,669065,26151,11414,*04y97*,MIA,OF,OF,Stowers,Kyle,Stowers,Kyle,Kyle Stowers
1009,DL Hall,669084,669084,22207,10187,*04aeh*,MIL,RP,RP,Hall,DL,Hall,DL,DL Hall
1010,Sam Huff,669087,669087,22209,10826,*041tq*,SF,C,C,Huff,Sam,Huff,Sam,Sam Huff
1011,Matt Cronin,669091,669091,sa3011463,10972,*05137*,SEA,RP,RP,Cronin,Matt,Cronin,Matt,
1012,Jeremiah Estrada,669093,669093,22210,11553,*04ehz*,SD,RP,RP,Estrada,Jeremiah,Estrada,Jeremiah,Jeremiah Estrada
1013,John McMillon,669111,669111,27942,11843,*0423z*,PHI,RP,RP,McMillon,John,McMillon,John,John McMillon
1014,Shea Langeliers,669127,669127,25816,10845,*04o4s*,ATH,C,C,Langeliers,Shea,Langeliers,Shea,Shea Langeliers
1015,Luis Campusano,669134,669134,22217,11043,*04eep*,SD,C,C,Campusano,Luis,Campusano,Luis,Luis Campusano
1016,Armando Alvarez,669137,669137,19292,12064,,MIN,1B,1B/3B,Alvarez,Armando,Alvarez,Armando,Armando Alvarez
1017,Bruce Zimmermann,669145,669145,20370,11100,*04egr*,MIL,RP,RP,Zimmermann,Bruce,Zimmermann,Bruce,Bruce Zimmermann
1018,Dustin May,669160,669160,19716,10189,*041r5*,LAD,SP,SP,May,Dustin,May,Dustin,Dustin May
1019,Kyle Hurt,669165,669165,27514,11867,*05jq7*,LAD,SP,SP,Hurt,Kyle,Hurt,Kyle,Kyle Hurt
1020,Jonathan Heasley,669169,669169,22224,11288,,CHW,RP,RP,Heasley,Jonathan,Heasley,Jonathan,Jonathan Heasley
1021,Ryne Nelson,669194,669194,26253,11326,*04yid*,ARI,SP,SP,Nelson,Ryne,Nelson,Ryne,Ryne Nelson
1022,Lake Bachar,669199,669199,19222,12140,*041s4*,MIA,RP,RP,Bachar,Lake,Bachar,Lake,Lake Bachar
1023,Mason McCoy,669200,669200,22232,11851,*04ehx*,SD,SS,SS,McCoy,Mason,McCoy,Mason,Mason McCoy
1024,Corbin Burnes,669203,669203,19361,9800,*041rd*,ARI,SP,SP,Burnes,Corbin,Burnes,Corbin,Corbin Burnes
1025,Ryan Bliss,669208,669208,29547,11941,*05tc7*,SEA,2B,2B,Bliss,Ryan,Bliss,Ryan,Ryan Bliss
1026,Keegan Akin,669211,669211,19362,10524,*041py*,BAL,RP,RP,Akin,Keegan,Akin,Keegan,Keegan Akin
1027,Eli Morgan,669212,669212,20203,10928,*04eiw*,CHC,RP,RP,Morgan,Eli,Morgan,Eli,Eli Morgan
1028,Je’Von Ward,669219,669219,sa3004969,10232,*04em1*,TOR,OF,OF,Ward,Je’Von,Ward,Je’Von,
1029,Sean Murphy,669221,669221,19352,10327,*03aoy*,ATL,C,C,Murphy,Sean,Murphy,Sean,Sean Murphy
1030,Nick Senzel,669222,669222,19293,9776,*03zc9*,CHW,3B,3B,Senzel,Nick,,,
1031,Austin Wells,669224,669224,27562,11599,*05ahg*,NYY,C,C,Wells,Austin,Wells,Austin,Austin Wells
1032,Justyn-Henry Malloy,669234,669234,29606,11617,*05uy1*,DET,OF,OF,Malloy,Justyn-Henry,Malloy,Justyn-Henry,Justyn-Henry Malloy
1033,Jeremiah Jackson,669236,669236,sa3007740,10234,*04pmt*,BAL,SS,SS,Jackson,Jeremiah,Jackson,Jeremiah,
1034,Tommy Edman,669242,669242,19470,10569,*041sq*,LAD,OF,SS/OF,Edman,Tommy,Edman,Tommy,Tommy Edman
1035,Nick Solak,669256,669256,19294,9967,*041q1*,PIT,OF,OF,Solak,Nick,Solak,Nick,Nick Solak
1036,Will Smith,669257,669257,19197,10363,*042sz*,LAD,C,C,Smith,Will,Smith,Will,Will Smith
1037,Jack Suwinski,669261,669261,22244,11377,*041z2*,PIT,OF,OF,Suwinski,Jack,Suwinski,Jack,Jack Suwinski
1038,Joel Kuhnel,669270,669270,19995,10675,*041wc*,PHI,RP,RP,Kuhnel,Joel,Kuhnel,Joel,Joel Kuhnel
1039,Dylan Lee,669276,669276,19996,10842,*041vm*,ATL,RP,RP,Lee,Dylan,Lee,Dylan,Dylan Lee
1040,Daniel Johnson,669288,669288,19643,10175,*041sd*,FA,OF,OF,Johnson,Daniel,,,
1041,Santiago Espinal,669289,669289,19997,10781,*041vp*,CIN,2B/3B,2B/SS/ 3B,Espinal,Santiago,Espinal,Santiago,Santiago Espinal
1042,Logan Gilbert,669302,669302,22250,10712,*04n0m*,SEA,SP,SP,Gilbert,Logan,Gilbert,Logan,Logan Gilbert
1043,Jose Miranda,669304,669304,20538,10253,*041qh*,MIN,3B,1B/3B,Miranda,Jose,Miranda,Jose,Jose Miranda
1044,Sean Reynolds,669308,669308,22253,11642,*041rm*,SD,RP,RP,Reynolds,Sean,Reynolds,Sean,Sean Reynolds
1045,Joe Perez,669309,669309,22254,10244,*04eez*,CHW,3B,3B,Perez,Joe,Perez,Joe,Joe Perez
1046,Bryce Teodosio,669326,669326,29524,12178,*0617q*,LAA,OF,OF,Teodosio,Bryce,Teodosio,Bryce,Bryce Teodosio
1047,Tyler Wells,669330,669330,20000,11193,*0473n*,BAL,SP,SP,Wells,Tyler,Wells,Tyler,Tyler Wells
1048,Bubba Thompson,669352,669352,22261,10154,*04eeb*,FA,OF,OF,Thompson,Bubba,,,
1049,Nolan Gorman,669357,669357,22263,10303,*04ai4*,STL,2B,2B,Gorman,Nolan,Gorman,Nolan,Nolan Gorman
1050,Shane Baz,669358,669358,22264,10331,*04cwf*,TB,SP,SP,Baz,Shane,Baz,Shane,Shane Baz
1051,Brandon Birdsell,669361,669361,sa3020797,12254,*05jr4*,CHC,SP,SP,Birdsell,Brandon,Birdsell,Brandon,
1052,Xavier Edwards,669364,669364,22266,10365,*04n8z*,MIA,SS,SS,Edwards,Xavier,Edwards,Xavier,Xavier Edwards
1053,Bryce Johnson,669369,669369,20002,11526,*04ehv*,PIT,OF,OF,Johnson,Bryce,Johnson,Bryce,Bryce Johnson
1054,Asa Lacy,669370,669370,sa3014423,11116,*059qm*,KC,SP,SP,Lacy,Asa,Lacy,Asa,
1055,Cole Henry,669371,669371,sa3014446,11423,*05gs4*,WSH,RP,RP,Henry,Cole,Henry,Cole,
1056,J.T. Ginn,669372,669372,27889,12161,*04pkt*,ATH,SP,SP,Ginn,J.T.,Ginn,J.T.,J.T. Ginn
1057,Tarik Skubal,669373,669373,22267,10711,*04ptt*,DET,SP,SP,Skubal,Tarik,Skubal,Tarik,Tarik Skubal
1058,Keston Hiura,669374,669374,20003,10264,*04e82*,COL,1B,1B,Hiura,Keston,Hiura,Keston,Keston Hiura
1059,Raynel Delgado,669384,669384,sa3007288,10314,*04ps5*,MIL,2B,2B,Delgado,Raynel,Delgado,Raynel,
1060,Carmen Mlodzinski,669387,669387,27572,11810,*05a29*,PIT,SP,SP,Mlodzinski,Carmen,Mlodzinski,Carmen,Carmen Mlodzinski
1061,Owen White,669391,669391,22273,11601,*04pms*,CHW,RP,RP,White,Owen,White,Owen,Owen White
1062,Samad Taylor,669392,669392,22274,11640,*041vt*,SEA,OF,OF,Taylor,Samad,Taylor,Samad,Samad Taylor
1063,Jake Burger,669394,669394,22275,10224,*04azv*,TEX,1B/3B,1B/3B,Burger,Jake,Burger,Jake,Jake Burger
1064,Dylan Coleman,669395,669395,22276,11292,*04pq2*,BAL,RP,RP,Coleman,Dylan,Coleman,Dylan,Dylan Coleman
1065,Nick Allen,669397,669397,22277,10857,*04efs*,ATL,SS,SS,Allen,Nick,Allen,Nick,Nick Allen
1066,Gage Workman,669398,669398,27573,12327,*04en9*,CHC,3B,3B,Workman,Gage,Workman,Gage,Gage Workman
1067,Frainyer Chavez,669413,669413,sa3007019,10395,*04q4n*,TEX,SS,SS,Chavez,Frainyer,Chavez,Frainyer,
1068,Matt Sauer,669422,669422,22284,12007,*04ef0*,LAD,RP,RP,Sauer,Matt,Sauer,Matt,Matt Sauer
1069,Trevor Rogers,669432,669432,22286,10351,*04ak5*,BAL,SP,SP,Rogers,Trevor,Rogers,Trevor,Trevor Rogers
1070,Mason Englert,669438,669438,22288,11726,*04pqh*,TB,RP,RP,Englert,Mason,Englert,Mason,Mason Englert
1071,Chandler Champlain,669441,669441,sa3018138,12029,*05y7q*,KC,SP,SP,Champlain,Chandler,Champlain,Chandler,
1072,Cooper Hummel,669450,669450,19458,11332,*0421c*,NYY,OF,OF,Hummel,Cooper,Hummel,Cooper,Cooper Hummel
1073,Shane Bieber,669456,669456,19427,10038,*041rf*,CLE,SP,SP,Bieber,Shane,Bieber,Shane,Shane Bieber
1074,Kyle Nelson,669459,669459,20515,10929,*04eny*,ARI,RP,RP,Nelson,Kyle,Nelson,Kyle,Kyle Nelson
1075,Matthew Liberatore,669461,669461,22294,10287,*04mlx*,STL,SP,SP,Liberatore,Matthew,Liberatore,Matthew,Matthew Liberatore
1076,Andre Pallante,669467,669467,26108,11442,*05133*,STL,SP,SP,Pallante,Andre,Pallante,Andre,Andre Pallante
1077,Devin Mann,669471,669471,sa3006869,11051,*04pr2*,KC,2B,2B,Mann,Devin,Mann,Devin,
1078,Casey Schmitt,669477,669477,27577,11743,*05jp4*,SF,2B,2B/SS/ 3B,Schmitt,Casey,Schmitt,Casey,Casey Schmitt
1079,Joe Barlow,669618,669618,22296,10983,*0429m*,TEX,RP,RP,Barlow,Joe,Barlow,Joe,Joe Barlow
1080,Brady Basso,669620,669620,25582,11972,*051c5*,ATH,RP,RP,Basso,Brady,Basso,Brady,Brady Basso
1081,Anthony Bender,669622,669622,19742,11205,*0423e*,MIA,RP,RP,Bender,Anthony,Bender,Anthony,Anthony Bender
1082,Sam Long,669674,669674,25379,11220,*0421l*,KC,RP,RP,Long,Sam,Long,Sam,Sam Long
1083,Chris Murphy,669684,669684,26214,11710,*0514m*,BOS,SP,SP,Murphy,Chris,Murphy,Chris,Chris Murphy
1084,Braden Shewmake,669699,669699,25817,10848,*04qri*,NYY,SS,2B/SS/ 3B,Shewmake,Braden,Shewmake,Braden,Braden Shewmake
1085,Josh H. Smith,669701,669701,26396,11441,*052ru*,TEX,SS/3B,SS/3B/ OF,Smith,Josh H.,Smith,Josh H.,Josh Smith
1086,Jared Triolo,669707,669707,25807,11668,*05128*,PIT,2B/3B,1B/2B/ SS/3B,Triolo,Jared,Triolo,Jared,Jared Triolo
1087,Greg Weissert,669711,669711,20375,10585,*0421q*,BOS,RP,RP,Weissert,Greg,Weissert,Greg,Greg Weissert
1088,Hayden Wesneski,669713,669713,27581,11411,*0514f*,HOU,SP,SP,Wesneski,Hayden,Wesneski,Hayden,Hayden Wesneski
1089,Will Wilson,669717,669717,sa3009871,11104,*04yia*,CLE,SS,SS,Wilson,Will,Wilson,Will,
1090,Austin Hays,669720,669720,19363,9763,*041qs*,CIN,OF,OF,Hays,Austin,Hays,Austin,Austin Hays
1091,Davis Daniel,669721,669721,27582,11492,*04pv6*,ATL,RP,RP,Daniel,Davis,Daniel,Davis,Davis Daniel
1092,Logan Davidson,669722,669722,sa918676,10858,*04n1n*,ATH,SS,SS,Davidson,Logan,Davidson,Logan,
1093,Brenan Hanifee,669724,669724,22304,11873,*041rq*,DET,RP,RP,Hanifee,Brenan,Hanifee,Brenan,Brenan Hanifee
1094,Chris Rodriguez,669735,669735,22310,10162,*041rr*,CHW,RP,RP,Rodriguez,Chris,Rodriguez,Chris,Chris Rodriguez
1095,Darick Hall,669742,669742,19717,11015,*041yc*,PIT,1B,1B,Hall,Darick,Hall,Darick,Darick Hall
1096,Alex Call,669743,669743,19296,10520,*041qv*,WSH,OF,OF,Call,Alex,Call,Alex,Alex Call
1097,Ronel Blanco,669854,669854,19407,11447,*04ydi*,HOU,SP,SP,Blanco,Ronel,Blanco,Ronel,Ronel Blanco
1098,Michael Toglia,669911,669911,25845,11080,*04ok3*,COL,1B,1B/OF,Toglia,Michael,Toglia,Michael,Michael Toglia
1099,Jason Alexander,669920,669920,19666,10574,*05xze*,ATH,SP,SP,Alexander,Jason,Alexander,Jason,Jason Alexander
1100,George Kirby,669923,669923,25436,10874,*04yie*,SEA,SP,SP,Kirby,George,Kirby,George,George Kirby
1101,Chavez Young,669945,669945,sa918963,10601,,MIL,OF,OF,Young,Chavez,Young,Chavez,
1102,Jesse Scholtens,669947,669947,19205,11784,*041uv*,CHW,RP,RP,Scholtens,Jesse,Scholtens,Jesse,Jesse Scholtens
1103,Nicky Lopez,670032,670032,19339,10301,*041sg*,LAA,2B/SS,2B/SS,Lopez,Nicky,Lopez,Nicky,Nicky Lopez
1104,Matt Festa,670036,670036,19330,10060,*041tl*,TEX,RP,RP,Festa,Matt,Festa,Matt,Matt Festa
1105,Luke Raley,670042,670042,19354,10764,*041ts*,SEA,1B/OF,1B/OF,Raley,Luke,Raley,Luke,Luke Raley
1106,Colin Holderman,670059,670059,22361,11469,*0429k*,PIT,RP,RP,Holderman,Colin,Holderman,Colin,Colin Holderman
1107,Wyatt Mills,670090,670090,20010,11152,,BOS,RP,RP,Mills,Wyatt,Mills,Wyatt,Wyatt Mills
1108,Trenton Brooks,670092,670092,19384,12095,*0420f*,SD,1B,1B,Brooks,Trenton,Brooks,Trenton,Trenton Brooks
1109,Zack Short,670097,670097,19562,10776,*0420g*,HOU,2B/SS/ 3B,2B/SS/ 3B,Short,Zack,Short,Zack,Zack Short
1110,Bowden Francis,670102,670102,20548,11130,*0421k*,TOR,SP,SP,Francis,Bowden,Francis,Bowden,Bowden Francis
1111,Nate Mondou,670148,670148,19563,11580,,FA,2B,2B,Mondou,Nate,,,
1112,Miles Mastrobuoni,670156,670156,20017,10956,*041yi*,SEA,3B,2B/SS/ 3B,Mastrobuoni,Miles,Mastrobuoni,Miles,Miles Mastrobuoni
1113,John Schreiber,670167,670167,20020,9986,*041z3*,KC,RP,RP,Schreiber,John,Schreiber,John,John Schreiber
1114,Josh Winckowski,670174,670174,22387,11363,*041ze*,BOS,RP,RP,Winckowski,Josh,Winckowski,Josh,Josh Winckowski
1115,Garrett Acton,670183,670183,27583,11759,*05ybh*,TB,RP,RP,Acton,Garrett,Acton,Garrett,Garrett Acton
1116,Matt Mervis,670223,670223,27845,11582,*05ojj*,MIA,DH,1B,Mervis,Matt,Mervis,Matt,Matt Mervis
1117,Kameron Misner,670224,670224,26374,12139,*04y9h*,TB,OF,OF,Misner,Kameron,Misner,Kameron,Kameron Misner
1118,Darius Vines,670241,670241,25928,11647,*05157*,ATL,SP,SP,Vines,Darius,Vines,Darius,Darius Vines
1119,Matt Wallner,670242,670242,26466,11576,*04o78*,MIN,OF,OF,Wallner,Matt,Wallner,Matt,Matt Wallner
1120,Cal Stevenson,670276,670276,22411,10383,*04pug*,PHI,OF,OF,Stevenson,Cal,Stevenson,Cal,Cal Stevenson
1121,David Bednar,670280,670280,19569,10681,*04aqc*,PIT,RP,RP,Bednar,David,Bednar,David,David Bednar
1122,Kramer Robertson,670298,670298,20022,11464,,FA,SS,SS,Robertson,Kramer,,,
1123,Rico Garcia,670329,670329,20023,10678,*04rzp*,NYM,RP,RP,Garcia,Rico,Garcia,Rico,Rico Garcia
1124,Yordan Alvarez,670541,670541,19556,10367,*04355*,HOU,OF,OF,Alvarez,Yordan,Alvarez,Yordan,Yordan Alvarez
1125,Aaron Fossas,670579,670579,,10548,,CIN,RP,RP,Fossas,Aaron,Fossas,Aaron,
1126,Isaac Paredes,670623,670623,20036,10218,*04071*,HOU,3B,1B/3B,Paredes,Isaac,Paredes,Isaac,Isaac Paredes
1127,Mike Brosseau,670712,670712,19683,10641,*04ylg*,SD,3B,3B,Brosseau,Mike,Brosseau,Mike,Mike Brosseau
1128,Taylor Walls,670764,670764,22458,10955,*04bpj*,TB,SS,SS,Walls,Taylor,Walls,Taylor,Taylor Walls
1129,Darren McCaughan,670766,670766,20038,11241,*04em5*,MIN,SP,SP,McCaughan,Darren,McCaughan,Darren,Darren McCaughan
1130,TJ Friedl,670770,670770,19522,10344,*045gu*,CIN,OF,OF,Friedl,TJ,Friedl,TJ,TJ Friedl
1131,Logan Gillaspie,670810,670810,22461,11380,*05y17*,SD,RP,RP,Gillaspie,Logan,Gillaspie,Logan,Logan Gillaspie
1132,Abrahan Gutierrez,670868,670868,sa3004263,10373,*0440c*,PIT,C,C,Gutierrez,Abrahan,Gutierrez,Abrahan,
1133,Livan Soto,670869,670869,22471,10275,*04am3*,BAL,SS,SS,Soto,Livan,Soto,Livan,Livan Soto
1134,Yunior Severino,670870,670870,sa3003185,10368,*04ahd*,MIN,3B,3B,Severino,Yunior,Severino,Yunior,
1135,Guillo Zuniga,670871,670871,19588,11737,*04y6o*,PHI,RP,RP,Zuniga,Guillo,Zuñiga,Guillo,Guillo Zuñiga
1136,Johan Oviedo,670912,670912,22487,10892,*04674*,PIT,SP,SP,Oviedo,Johan,Oviedo,Johan,Johan Oviedo
1137,Trevor Richards,670950,670950,19309,9951,*04coa*,CHC,RP,RP,Richards,Trevor,Richards,Trevor,Trevor Richards
1138,Edwin Uceta,670955,670955,20539,11060,*04tji*,TB,RP,RP,Uceta,Edwin,Uceta,Edwin,Edwin Uceta
1139,Adrian Morejon,670970,670970,20039,10123,*043ia*,SD,RP,RP,Morejon,Adrian,Morejon,Adrian,Adrian Morejon
1140,Yohan Ramirez,670990,670990,19444,10796,*04ddz*,PIT,RP,RP,Ramirez,Yohan,Ramírez,Yohan,Yohan Ramírez
1141,Ivan Herrera,671056,671056,20599,10220,*04hyc*,STL,C,C,Herrera,Ivan,Herrera,Iván,Iván Herrera
1142,Buddy Kennedy,671083,671083,22505,10382,*04egt*,PHI,3B,3B,Kennedy,Buddy,Kennedy,Buddy,Buddy Kennedy
1143,Andrew Abbott,671096,671096,29911,11802,*05jq2*,CIN,SP,SP,Abbott,Andrew,Abbott,Andrew,Andrew Abbott
1144,Logan Allen,671106,671106,27589,11412,*05jp3*,CLE,SP,SP,Allen,Logan,Allen,Logan,Logan Allen
1145,Jake Eder,671109,671109,27590,11238,*05gwt*,LAA,RP,RP,Eder,Jake,Eder,Jake,
1146,Darren Baker,671117,671117,29912,12174,*05g47*,WSH,2B,2B,Baker,Darren,Baker,Darren,Darren Baker
1147,Jackson Rutledge,671131,671131,26215,10977,*04yte*,WSH,RP,RP,Rutledge,Jackson,Rutledge,Jackson,Jackson Rutledge
1148,Connor Thomas,671162,671162,25873,11430,*0513x*,MIL,RP,RP,Thomas,Connor,Thomas,Connor,Connor Thomas
1149,Joe Boyle,671212,671212,29608,11868,*05jpk*,TB,SP,SP,Boyle,Joe,Boyle,Joe,Joe Boyle
1150,Triston Casas,671213,671213,22514,10355,*04de1*,BOS,1B,1B,Casas,Triston,Casas,Triston,Triston Casas
1151,Heliot Ramos,671218,671218,22515,10213,*04ee8*,SF,OF,OF,Ramos,Heliot,Ramos,Heliot,Heliot Ramos
1152,Drew Waters,671221,671221,20505,10188,*04eer*,KC,OF,OF,Waters,Drew,Waters,Drew,Drew Waters
1153,Jeisson Rosario,671271,671271,sa3004146,10233,,ATH,OF,OF,Rosario,Jeisson,Rosario,Jeisson,Jeisson Rosario
1154,Luis Garcia,671277,671277,20391,10279,*0414g*,WSH,2B,2B,Garcia,Luis,García,Luis,Luis García Jr.
1155,Tim Elko,671284,671284,sa3020188,12356,*066da*,CHW,1B,1B,Elko,Tim,Elko,Tim,
1156,Johnathan Rodriguez,671286,671286,22530,10247,*04gdw*,CLE,OF,OF,Rodriguez,Johnathan,Rodriguez,Johnathan,Johnathan Rodríguez
1157,Phil Clarke,671287,671287,sa3011379,12065,*0516p*,TOR,C,C,Clarke,Phil,Clarke,Phil,
1158,Tyler Freeman,671289,671289,22532,10356,*04efc*,COL,OF,2B/SS/ 3B/OF,Freeman,Tyler,Freeman,Tyler,Tyler Freeman
1159,Michel Otanez,671305,671305,22533,12102,*057p2*,ATH,RP,RP,Otanez,Michel,Otañez,Michel,Michel Otañez
1160,Jason Foley,671345,671345,19531,11127,*04aoq*,DET,RP,RP,Foley,Jason,Foley,Jason,Jason Foley
1161,George Valera,671655,671655,sa3006872,10205,*04fqi*,CLE,OF,OF,Valera,George,Valera,George,
1162,Marquis Grissom Jr.,671726,671726,sa3020312,12334,,WSH,RP,RP,Grissom Jr.,Marquis,Grissom Jr.,Marquis,
1163,Lawrence Butler,671732,671732,22542,11649,*04prt*,ATH,OF,OF,Butler,Lawrence,Butler,Lawrence,Lawrence Butler
1164,Taj Bradley,671737,671737,22543,11588,*04pr8*,TB,SP,SP,Bradley,Taj,Bradley,Taj,Taj Bradley
1165,Michael Harris II,671739,671739,25931,11065,*0512v*,ATL,OF,OF,Harris II,Michael,Harris II,Michael,Michael Harris II
1166,Damiano Palmegiani,671913,671913,sa3017326,11946,*05wbq*,TOR,3B,3B,Palmegiani,Damiano,Palmegiani,Damiano,
1167,Cade Smith,671922,671922,27867,11982,*04eor*,CLE,RP,RP,Smith,Cade,Smith,Cade,Cade Smith
1168,Adam Macko,671936,671936,sa3011555,11971,*0515q*,TOR,SP,SP,Macko,Adam,Macko,Adam,
1169,Tyler Black,672012,672012,29949,11890,*05u2u*,MIL,DH,1B,Black,Tyler,Black,Tyler,Tyler Black
1170,Denzel Clarke,672016,672016,sa3017426,12241,*05unf*,ATH,OF,OF,Clarke,Denzel,Clarke,Denzel,
1171,Eric Pardinho,672078,672078,sa968102,10192,*04ecd*,TOR,SP,SP,Pardinho,Eric,Pardinho,Eric,
1172,Patrick Bailey,672275,672275,27478,11102,*04yuu*,SF,C,C,Bailey,Patrick,Bailey,Patrick,Patrick Bailey
1173,Michael Siani,672279,672279,22557,10292,*04pqb*,STL,OF,OF,Siani,Michael,Siani,Michael,Michael Siani
1174,Reid Detmers,672282,672282,27468,10915,*0596g*,LAA,SP,SP,Detmers,Reid,Detmers,Reid,Reid Detmers
1175,Jarred Kelenic,672284,672284,22558,10230,*04ggr*,ATL,OF,OF,Kelenic,Jarred,Kelenic,Jarred,Jarred Kelenic
1176,Cionel Perez,672335,672335,19614,9869,*03zo6*,BAL,RP,RP,Perez,Cionel,Pérez,Cionel,Cionel Pérez
1177,Gabriel Arias,672356,672356,22563,10200,*0414h*,CLE,3B,SS/3B/ OF,Arias,Gabriel,Arias,Gabriel,Gabriel Arias
1178,Tirso Ornelas,672359,672359,sa3004048,10343,*04aov*,SD,OF,OF,Ornelas,Tirso,Ornelas,Tirso,Tirso Ornelas
1179,Alejandro Kirk,672386,672386,22581,10851,*04t3y*,TOR,C,C,Kirk,Alejandro,Kirk,Alejandro,Alejandro Kirk
1180,Kaleb Ort,672391,672391,20061,11286,*05rfn*,HOU,RP,RP,Ort,Kaleb,Ort,Kaleb,Kaleb Ort
1181,Keider Montero,672456,672456,22630,11961,*05a1v*,DET,RP,RP,Montero,Keider,Montero,Keider,Keider Montero
1182,Jordan Diaz,672478,672478,22650,11340,*04yub*,ATH,DH,1B/2B/ 3B,Diaz,Jordan,Diaz,Jordan,Jordan Diaz
1183,Helcris Olivarez,672487,672487,sa3002965,11083,*04yjb*,SF,SP,SP,Olivarez,Helcris,Olivarez,Helcris,Helcris Olivarez
1184,Gabriel Moreno,672515,672515,22664,11117,*04s1g*,ARI,C,C,Moreno,Gabriel,Moreno,Gabriel,Gabriel Moreno
