All Players 2024  Season MLB Import_pitchers Categories
Avail,Player,APP,INN,GS,K,BAA,H,HR,QS,W-L,HD,S,BS,RW,ERA,WHIP,Rank,
FA,Jose Leclerc RP | ATH,64,66.7,0,89,.227,56,7,0,1,13,1,3,6,4.32,1.32,475
FA,Michael Tonkin RP | MIN ,57,79.3,0,85,.236,70,6,0,0,1,2,2,4,3.63,1.26,476
FA,Jose Alvarado RP | PHI ,66,61.7,0,63,.215,49,6,0,-3,10,13,3,2,4.09,1.25,478
FA,Tyler Rogers RP | SF,77,70.3,0,51,.245,67,7,0,-1,32,1,2,3,2.81,1.04,479
FA,Yimi Garcia RP | TOR,39,39.0,0,49,.167,23,6,0,3,13,5,2,3,3.46,0.90,481
FA,Jorge Alcala RP | MIN,54,58.3,0,58,.191,40,8,0,1,16,0,1,4,3.24,1.03,483
Midlothian DeadHeads,Kyle Harrison SP | SF ,24,124.3,24,118,.263,125,18,9,0,0,0,0,0,4.56,1.34,486
FA,Simeon Woods Richardson SP | MIN ,28,133.7,28,117,.246,125,16,7,0,0,0,0,0,4.17,1.29,487
Richmond Hippies,Marcus Stroman SP | NYY ,30,154.7,29,113,.277,167,19,9,1,0,1,0,0,4.31,1.47,489
FA,Frankie Montas SP | NYM ,30,150.7,30,148,.243,140,24,9,-4,0,0,0,0,4.84,1.37,490
FA,Tyler Ferguson RP | ATH,48,51.3,0,62,.178,32,4,0,2,11,2,2,4,3.68,1.09,492
Northern Virginia River Rats,Davidjohn Herz SP | WAS ,19,88.7,19,106,.224,76,11,2,-5,0,0,0,0,4.16,1.26,494
FA,Dennis Santana RP | PIT,62,71.7,0,69,.220,57,4,0,2,12,3,0,3,3.89,1.09,495
Levittown Panthers,"Spencer Turnbull RP,SP | PHI",17,54.3,7,58,.188,37,6,2,3,1,0,0,1,2.65,1.05,496
FA,"Mitch Spence RP,SP | ATH ",35,151.3,24,126,.276,165,20,4,-2,1,0,0,3,4.58,1.38,497
FA,Jalen Beeks RP | PIT ,71,70.0,0,55,.279,77,6,0,3,8,10,9,7,4.50,1.49,499
FA,Paul Sewald RP | CLE,42,39.7,0,43,.232,35,6,0,-1,1,16,4,1,4.31,1.13,500
FA,Buck Farmer RP | ATL,61,71.0,1,70,.215,56,7,0,1,1,1,1,3,3.04,1.20,501
FA,Joe Mantiply RP | ARI,75,59.7,2,53,.231,52,1,0,4,16,1,1,6,3.92,1.17,503
FA,Miles Mikolas SP | STL ,32,171.7,32,122,.284,194,26,15,-1,0,0,0,0,5.35,1.28,504
South Carolina Ballcocks,A.J. Minter RP | NYM ,39,34.3,0,35,.198,24,6,0,1,9,1,3,5,2.62,1.02,508
FA,Landon Knack SP | LAD,15,69.0,12,69,.220,58,14,2,-2,0,1,0,0,3.65,1.10,509
FA,Hunter Strickland RP | LAA ,72,73.3,0,57,.210,56,10,0,1,12,1,3,3,3.31,1.09,511
FA,Phil Maton RP | NYM ,71,64.0,0,60,.203,47,7,0,0,18,3,2,3,3.66,1.11,513
FA,Adrian Morejon RP | SD,60,63.7,0,71,.256,63,4,0,1,12,2,2,3,2.83,1.32,514
FA,"Zack Kelly RP,SP | BOS",49,56.7,3,61,.207,44,10,0,3,8,0,1,6,3.97,1.25,516
FA,Yuki Matsui RP | SD,64,62.7,0,69,.203,46,8,0,2,9,0,4,4,3.73,1.16,518
FA,Jacob Barnes RP | TOR,63,66.0,0,55,.266,67,10,0,5,2,0,3,8,4.36,1.32,519
