Name,Team,Season,Age,OPS,HR,R,RBI,SB,CS,PA,AB,AVG,BABIP,BB,1B,2B,3B,GDP,HBP,ISO,SO,OBP,SLG,SF,WAR,wOBA,wRAA,wRC,wRC+,wSB,K%,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"DJ Stewart","NYM",2023,29,0.839583333,11,21,26,1,1,185,160,0.24375,0.29787234,15,19,9,0,3,7,0.2625,56,0.333333333,0.50625,1,0.7935563651193952,0.3580747849302865,6.099657477282459,28.64083076401847,129.11784444280002,-0.537988109048456,0.302702702,0.12149533,0.43925234,"DJ Stewart",17766,621466
"David Peralta","LAD",2023,35,0.674549521,7,47,55,4,1,422,394,0.258883248,0.295950155,20,69,25,1,8,2,0.121827411,72,0.293838862,0.380710659,6,-0.2214211160714294,0.29040562073012144,-9.802406981547099,41.615836948196666,81.92842850689294,-0.315539157949388,0.170616113,0.04878049,0.43902439,"David Peralta",2136,444482
"Yainer Diaz","HOU",2023,24,0.845720476,23,51,60,0,0,377,355,0.28169014,0.291666666,11,55,22,0,12,5,0.256338029,74,0.307692307,0.538028169,6,2.4728082162939575,0.3535316546968819,11.007657110282025,56.94291294325217,127.33707777374698,-0.5470637776888907,0.196286472,0.12195122,0.43902439,"Yainer Diaz",23003,673237
"James McCann","BAL",2023,33,0.645869889,6,25,26,3,1,226,207,0.222222222,0.273972602,9,26,14,0,5,5,0.154589372,57,0.269058295,0.376811594,2,0.28425279687048055,0.2792661168650127,-7.3404495741259685,20.19633508967046,76.9353363483577,-0.13028297945857048,0.252212389,0.07096774,0.43870968,"James McCann",12859,543510
"Nick Martini","CIN",2023,33,0.912447257,6,10,16,0,0,79,72,0.263888888,0.25490196,5,9,3,1,1,2,0.319444445,15,0.329113924,0.583333333,0,0.35098283455785445,0.3822668375848215,4.191956487389081,13.817646701725,135.29360845091057,-0.12328197807073593,0.189873417,0.10526316,0.43859649,"Nick Martini",12005,605361
"Jonathan Aranda","TBR",2023,25,0.707621916,2,13,13,0,0,103,87,0.229885057,0.327272727,13,13,4,1,1,2,0.137931034,31,0.339805825,0.367816091,1,0.10980244141723819,0.31203846837960036,-0.5420134055088095,12.007937127106375,101.06883256002213,-0.20803833799436688,0.300970873,0.05263158,0.43859649,"Jonathan Aranda",21837,666018
"Francisco Lindor","NYM",2023,29,0.806344208,31,108,98,31,4,687,602,0.254152823,0.27664399,66,87,33,2,8,12,0.215946844,137,0.336244541,0.470099667,7,5.529936125933601,0.34553246638865237,15.49505430084907,99.20200591159308,120.70967257682375,3.2480476442724466,0.199417758,0.10381356,0.43855932,"Francisco Lindor",12916,596019
"Dylan Moore","SEA",2023,30,0.730616509,7,18,19,7,3,165,145,0.206896551,0.280487804,16,13,9,1,1,4,0.220689655,56,0.303030303,0.427586206,0,0.4821134797190072,0.3169868931625829,-0.1901748626716844,19.91411482549827,106.81555121463855,-0.12050318857654929,0.339393939,0.16853933,0.43820225,"Dylan Moore",18042,664238
"Brett Baty","NYM",2023,23,0.59827085,9,41,34,2,0,389,353,0.212464589,0.279661016,29,54,12,0,8,2,0.110481586,109,0.275324675,0.322946175,1,-0.4676030927408732,0.26559004210806514,-17.052948078018215,30.344437914091557,67.1175364416498,-0.25493550254032016,0.280205655,0.07630522,0.437751,"Brett Baty",26123,683146
"Elehuris Montero","COL",2023,24,0.715958618,11,40,39,0,0,307,284,0.242957746,0.351515151,15,41,15,2,5,5,0.183098592,111,0.28990228,0.426056338,3,-0.868646097409282,0.306487882176129,-3.030720960274482,34.37544227771447,77.82619110761284,-0.47001254139468074,0.361563517,0.06818182,0.4375,"Elehuris Montero",20543,660707
"Hunter Goodman","COL",2023,23,0.632467531,1,6,17,1,0,77,70,0.2,0.276595744,5,6,4,3,2,0,0.185714285,24,0.246753246,0.385714285,2,-0.3272358121773107,0.265720454903392,-3.367179533279767,6.014822321199546,50.496353015476444,0.11524364305660129,0.311688311,0.10416667,0.4375,"Hunter Goodman",29715,696100
"Jordan Diaz","OAK",2023,22,0.63700813,10,20,27,0,1,293,272,0.220588235,0.257731958,17,41,9,0,10,3,0.143382353,69,0.273037542,0.363970588,1,-0.7127515696959982,0.27790844277717147,-9.846974173446126,25.853370545546586,77.33305288691493,-0.8920905846171081,0.23549488,0.06372549,0.43627451,"Jordan Diaz",22650,672478
"Taylor Ward","LAA",2023,29,0.756311639,14,60,47,4,2,409,356,0.252808988,0.283582089,39,58,18,0,9,8,0.168539326,80,0.334963325,0.421348314,6,1.3920887554259853,0.32904749321762683,3.6252994373014262,53.45956902797725,107.06717153550713,-0.8531940556131303,0.195599022,0.08156028,0.43617021,"Taylor Ward",17548,621493
"Salvador Perez","KCR",2023,33,0.714320628,23,59,80,0,0,580,538,0.25464684,0.293814432,19,93,21,0,11,13,0.167286245,135,0.292387543,0.421933085,8,-0.3668101276012022,0.30205226653105727,-7.862396409690387,62.80722794872521,85.67389362697327,-0.9169097119010985,0.23275862,0.08716707,0.43583535,"Salvador Perez",7304,521692
"Jack Suwinski","PIT",2023,24,0.793090012,26,63,74,13,2,534,447,0.223713646,0.290196078,75,51,21,2,2,6,0.230425056,172,0.33895131,0.454138702,6,2.6225085193953355,0.3412209205833593,10.132064828185252,75.19685690989893,111.68585846239868,0.7541778804734349,0.322097378,0.15658363,0.4341637,"Jack Suwinski",22244,669261
"Donovan Solano","MIN",2023,35,0.759751832,5,43,38,0,0,450,394,0.281725888,0.365517241,40,79,26,1,8,15,0.109137056,100,0.368888888,0.390862944,1,1.1822647727297952,0.3378125222063808,7.264445642133432,62.094326609869675,115.57720709965879,-1.0247814427129924,0.222222222,0.06101695,0.43389831,"Donovan Solano",8623,456781
"Tyler O'Neill","STL",2023,28,0.715391419,9,27,21,5,0,266,238,0.231092436,0.283950617,28,32,14,0,5,0,0.172268908,67,0.312030075,0.403361344,0,0.6468835818543124,0.31269165268517973,-1.2554650153871894,31.155086845541348,96.63680559527809,0.5376925971359015,0.251879699,0.12280702,0.43274854,"Tyler O'Neill",15711,641933
"Franmil Reyes","KCR",2023,27,0.518904823,2,5,7,0,0,65,59,0.186440677,0.257142857,4,9,0,0,3,0,0.101694916,24,0.23076923,0.288135593,2,-0.5256200511915139,0.2266866188782912,-4.949580827379569,2.9702908679601103,33.43631126114697,-0.10016660718247294,0.369230769,0.16216216,0.43243243,"Franmil Reyes",14566,614177
"Tyler Stephenson","CIN",2023,26,0.695709323,13,59,56,0,1,517,465,0.243010752,0.314465408,47,78,20,2,16,4,0.135483871,135,0.3172147,0.378494623,1,-0.6536656460647221,0.30509457877538737,-5.702096699829307,57.291344323103225,83.55854740925551,-1.4006287441588938,0.261121856,0.0755287,0.43202417,"Tyler Stephenson",17988,663886
"Kerry Carpenter","DET",2023,25,0.811161147,20,57,64,6,0,459,418,0.277511961,0.338028169,32,77,17,2,5,8,0.193779905,115,0.339869281,0.471291866,1,2.1059276410603407,0.3471669535103597,10.975660232336201,66.90213881942717,122.57304747765323,0.3216159241273999,0.250544662,0.10197368,0.43092105,"Kerry Carpenter",25961,681481
"DJ LeMahieu","NYY",2023,34,0.717744187,15,55,44,2,2,562,497,0.243460764,0.295264623,60,81,22,3,14,3,0.146881288,125,0.327402135,0.390342052,2,1.1960062869476573,0.31456541429672924,-1.7779572760753715,66.69847184363078,98.78552739030756,-1.5382836358621716,0.222419928,0.05882353,0.43048128,"DJ LeMahieu",9874,518934
"Eugenio Suárez","SEA",2023,31,0.714070917,22,68,96,2,1,694,598,0.232441471,0.313672922,70,88,29,0,10,15,0.158862876,214,0.32276657,0.391304347,11,3.491159060371557,0.31329350486956,-2.928646749325696,81.63121412091643,104.25558283150109,-1.3550644251517951,0.308357348,0.12658228,0.43037975,"Eugenio Suarez",12552,553993
"Brandon Crawford","SFG",2023,36,0.587214904,7,31,38,3,0,320,283,0.194346289,0.24120603,28,36,11,1,5,4,0.120141343,81,0.272727272,0.314487632,4,0.36173727393593824,0.2602000898160275,-15.460574308758424,23.52956326829846,61.94919440910958,0.08375672576949,0.253125,0.10144928,0.42995169,"Brandon Crawford",5343,543063
"Wander Franco","TBR",2023,22,0.819308641,17,65,58,30,10,491,442,0.280542986,0.297222222,42,78,23,6,18,3,0.194570136,69,0.344195519,0.475113122,4,4.824442052030289,0.34886356577521466,12.432688890169379,72.25818123496605,126.59311475283064,0.854604821652174,0.140529531,0.07692308,0.42970822,"Wander Franco",23667,677551
"Nick Castellanos","PHI",2023,31,0.787513747,29,79,106,11,2,671,626,0.271565495,0.337320574,36,102,37,2,17,3,0.204472843,185,0.311475409,0.476038338,6,1.3438036139258527,0.33461243660368256,9.048787736822272,90.80623246871343,109.26366987832698,0.2694215145893395,0.275707898,0.10290828,0.4295302,"Nick Castellanos",11737,592206
"Eli White","ATL",2023,29,0.306722688,0,1,0,0,0,17,14,0.071428571,0.142857142,2,1,0,0,0,1,0,7,0.235294117,0.071428571,0,-0.10908899123694943,0.17649100457920747,-2.0031967369897985,0.06815432179134857,2.6549324925129127,-0.030820494517683983,0.411764705,0,0.42857143,"Eli White",19346,642201
"Logan Porter","KCR",2023,27,0.646904969,1,4,3,0,0,38,31,0.193548387,0.263157894,5,4,1,0,2,1,0.129032258,11,0.324324324,0.322580645,0,0.038275692209345846,0.29685197327588053,-0.6792395512432484,3.9508392860322568,82.06945638395602,-0.07705123629420996,0.289473684,0.04761905,0.42857143,"Logan Porter",20626,682515
"Ketel Marte","ARI",2023,29,0.843523049,25,94,82,8,2,650,569,0.275922671,0.3,71,97,26,9,16,5,0.20913884,109,0.358461538,0.485061511,5,4.302304239437677,0.3608230847267457,22.914838707817587,102.11355566121438,125.78400940294456,-0.5617322032339871,0.167692307,0.07956989,0.42795699,"Ketel Marte",13613,606466
"Travis d'Arnaud","ATL",2023,34,0.684674977,11,31,39,0,0,292,267,0.224719101,0.257894736,21,36,13,0,6,3,0.172284644,67,0.287671232,0.397003745,1,0.6987681989677599,0.2971823607405571,-5.1392982920242885,30.439202247040118,83.56450770173622,-0.46230741776525974,0.229452054,0.08955224,0.4278607,"Travis d'Arnaud",7739,518595
"J.T. Realmuto","PHI",2023,32,0.762351661,20,70,63,16,5,540,489,0.251533742,0.306547619,35,70,28,5,10,9,0.200408998,138,0.310408921,0.45194274,5,2.1153106838578752,0.32398518479873084,2.516151998059171,68.31200915934267,102.13932844636409,0.23434110870584846,0.255555555,0.11173184,0.4273743,"J.T. Realmuto",11739,592663
"Ryan Jeffers","MIN",2023,26,0.858090549,14,46,43,3,2,335,286,0.276223776,0.359116022,33,48,15,2,6,10,0.213286713,93,0.36858006,0.489510489,2,2.311660110753219,0.3689157457062692,14.061488588888263,54.87928886486969,137.13553307469596,-0.9376172041520476,0.27761194,0.11557789,0.42713568,"Ryan Jeffers",24618,680777
"Anthony Volpe","NYY",2023,22,0.665958101,21,62,60,24,5,601,541,0.208872458,0.259154929,52,65,23,4,10,5,0.17375231,167,0.283333333,0.382624768,2,1.8426934696089383,0.2902497473359108,-14.038101616763418,59.19025052014654,81.9318056323796,1.7495847726240754,0.277870216,0.09018568,0.4270557,"Anthony Volpe",27647,683011
"Freddy Fermin","KCR",2023,28,0.781342313,9,26,32,0,0,235,217,0.28110599,0.322981366,13,41,10,1,11,1,0.179723503,50,0.32051282,0.460829493,3,1.846249161542826,0.333333693508409,2.919527964051503,31.55291024720265,107.3557363383723,-0.42378179961815476,0.212765957,0.0994152,0.42690058,"Freddy Fermin",21840,666023
"Willie Calhoun","NYY",2023,28,0.711709906,5,16,16,0,0,149,134,0.23880597,0.245454545,14,20,7,0,2,0,0.164179104,20,0.308724832,0.402985074,1,-0.13468484111698953,0.3069208115339279,-1.417363286996867,16.737419522320245,93.48688564950112,-0.25426907977089286,0.134228187,0.03478261,0.42608696,"Willie Calhoun",17838,641432
"Josh Bell","- - -",2023,30,0.743850418,22,52,74,0,1,617,547,0.246800731,0.28680203,63,85,28,0,13,2,0.171846435,134,0.325203252,0.418647166,3,0.388233210264868,0.3227294126303705,2.2851938980666335,77.46305291382944,103.20502822785767,-1.5624363403767347,0.217179902,0.10047847,0.42583732,"Josh Bell",13145,605137
"Andy Ibáñez","DET",2023,30,0.744102593,11,42,41,1,0,383,356,0.264044943,0.299638989,24,58,23,2,7,1,0.168539326,69,0.311518324,0.432584269,1,1.6897033604756375,0.32042958552300616,0.6536270460200724,47.31994795856003,104.0407916557459,-0.4395252582617104,0.180156657,0.0899654,0.42560554,"Andy Ibanez",18819,628451
"Dominic Canzone","- - -",2023,25,0.657085688,6,23,21,1,0,182,173,0.219653179,0.237037037,8,19,13,0,5,1,0.179190751,32,0.258241758,0.39884393,0,-0.4102146273944954,0.2816203554253002,-5.555487875388146,16.620152871562958,80.0915776168677,-0.01574345864355564,0.175824175,0.12056738,0.42553191,"Dominic Canzone",26438,686527
"Colton Cowser","BAL",2023,23,0.433255268,0,15,4,1,0,77,61,0.114754098,0.175,13,5,2,0,1,2,0.032786885,22,0.285714285,0.147540983,1,-0.3640141849196255,0.22596043812764155,-5.909788040566254,3.4722138139130583,39.988001981391605,0.045897530391812325,0.285714285,0.025,0.425,"Colton Cowser",29591,681297
"Jordan Walker","STL",2023,21,0.787173578,16,51,51,7,4,465,420,0.276190476,0.331125827,37,79,19,2,9,6,0.169047619,104,0.341935483,0.445238095,2,0.9612231867143772,0.34120334848280875,8.816079362319826,65.47362302898061,115.750595255548,-1.2283372348174453,0.223655913,0.0754717,0.4245283,"Jordan Walker",27475,691023
"Bryan De La Cruz","MIA",2023,26,0.71505354,19,60,78,4,1,626,579,0.257340241,0.307328605,40,98,32,0,18,1,0.153713299,142,0.304,0.41105354,5,-0.31650631476274593,0.30868623609542845,-5.036990993258637,71.23746564185889,89.83967967457812,-0.6930902157910168,0.22683706,0.08803612,0.42437923,"Bryan De La Cruz",19600,650559
"Leody Taveras","TEX",2023,24,0.732903348,14,67,67,14,4,554,511,0.266144814,0.317708333,35,88,31,3,3,1,0.154598825,117,0.312159709,0.420743639,4,2.3961052509338865,0.3159099365102834,-1.1340339712020446,66.36764170907769,99.74102423411509,0.1562525387853384,0.211191335,0.0723192,0.42394015,"Leody Taveras",18900,665750
"Romy Gonzalez","CHW",2023,26,0.584677419,3,11,14,7,0,97,93,0.193548387,0.272727272,2,9,4,2,0,0,0.182795699,36,0.208333333,0.376344086,1,-0.3199360681223334,0.24437189102172852,-5.961590099689009,5.857295353356359,49.63063448920751,1.3152436609379947,0.37113402,0.13559322,0.42372881,"Romy Gonzalez",21562,663853
"Junior Caminero","TBR",2023,19,0.630718953,1,4,7,0,0,36,34,0.235294117,0.28,2,6,1,0,2,0,0.117647059,8,0.277777777,0.352941176,0,0.06529754722804026,0.2759689423773024,-1.2678546606878862,3.118535816731013,76.06825346167214,-0.061640989035367966,0.222222222,0.11538462,0.42307692,"Junior Caminero",28163,691406
"Miguel Andujar","PIT",2023,28,0.776190476,4,9,18,2,0,90,84,0.25,0.253731343,6,10,7,0,1,0,0.226190476,13,0.3,0.476190476,0,0.25425283655389996,0.3302611218558417,0.8884563628421707,11.854432556389419,104.33858283615953,0.27671802788972855,0.144444444,0.07042254,0.42253521,"Miguel Andujar",15878,609280
"Trea Turner","PHI",2023,30,0.778355289,26,102,76,30,0,691,639,0.266040688,0.310344827,45,104,35,5,12,6,0.192488263,150,0.319826338,0.458528951,1,4.24099049606277,0.3331583995258514,8.484057048331287,92.6783853787885,108.28890643173433,4.821116174105555,0.2170767,0.08367347,0.42244898,"Trea Turner",16252,607208
"Jon Singleton","- - -",2023,31,0.530402929,2,11,12,0,0,105,91,0.164835164,0.19402985,13,10,3,0,2,0,0.098901099,23,0.266666666,0.263736263,1,-0.5105614193796703,0.24391980568567911,-6.492690838931344,6.300948053540446,51.132754835251696,-0.1772178434766829,0.219047619,0.05797101,0.42028986,"Jon Singleton",10441,572138
"Matt Vierling","DET",2023,26,0.717231472,10,63,44,6,6,530,479,0.260960334,0.32122905,44,89,21,5,8,5,0.127348643,112,0.328922495,0.388308977,1,1.767702134837996,0.31459067829630594,-1.665600880286885,62.911814481713584,99.99371707096358,-2.388070178683847,0.211320754,0.04607046,0.4200542,"Matt Vierling",21558,663837
"Matt McLain","CIN",2023,23,0.864169414,16,65,50,14,5,403,365,0.290410958,0.384615384,31,63,23,4,5,7,0.216438357,115,0.357320099,0.506849315,0,3.1266889187997666,0.37022914425019293,17.355346834429433,66.45855134553545,127.22372933793066,-0.08860766096040606,0.285359801,0.108,0.42,"Matt McLain",29695,680574
"Nick Pratto","KCR",2023,24,0.660187552,7,33,35,1,1,345,306,0.232026143,0.387878787,29,48,16,0,3,6,0.120915033,138,0.307246376,0.352941176,4,-0.695064898902943,0.2922545680101367,-7.484047996299625,34.55219407896483,78.88289402142107,-0.8616033014841378,0.4,0.08139535,0.41860465,"Nick Pratto",22117,668472
"Freddie Freeman","LAD",2023,33,0.976308036,29,131,102,23,1,730,637,0.331240188,0.369918699,72,121,59,2,14,16,0.235478807,121,0.409589041,0.566718995,5,7.822455350005435,0.4105788874426924,55.90050712550826,144.84675847316927,162.49068474850915,2.660012670326978,0.165753424,0.11132438,0.4184261,"Freddie Freeman",5361,518692
"Jazz Chisholm Jr.","MIA",2023,25,0.761051284,19,50,51,22,3,383,352,0.25,0.31797235,26,55,12,2,4,2,0.207386363,118,0.303664921,0.457386363,2,1.864939218218041,0.325198130145747,2.1704218651429885,48.83674277768294,100.90899214236536,2.4942406746558845,0.308093994,0.12236287,0.41772152,"Jazz Chisholm Jr.",20454,665862
"Gabriel Moreno","ARI",2023,23,0.747098317,7,33,50,6,2,380,341,0.284457478,0.338345864,29,70,19,1,17,3,0.123167155,75,0.339473684,0.407624633,7,2.281251205231349,0.324646742720353,1.9794077824195246,48.28019615517458,101.53196221865612,-0.43007867876440287,0.197368421,0.04761905,0.41758242,"Gabriel Moreno",22664,672515
"Joey Meneses","WSN",2023,31,0.722138769,13,71,89,0,0,657,611,0.274959083,0.329087048,38,118,36,1,15,5,0.126022913,130,0.321156773,0.400981996,3,-0.22755665039273265,0.3144766769997061,-2.1269204281879186,77.924705784707,96.72344464671129,-1.2405249043367803,0.197869101,0.05371901,0.41735537,"Joey Meneses",14366,608841
"Luis Robert Jr.","CHW",2023,25,0.857378779,38,90,80,20,4,595,546,0.263736263,0.313609467,30,69,36,1,10,12,0.278388279,172,0.315254237,0.542124542,2,4.921710093186982,0.35812751604960513,19.64387439707004,92.14116145441018,128.4771516630258,1.4949447819963098,0.28907563,0.15223097,0.41732283,"Luis Robert Jr.",20043,673357
"Alec Bohm","PHI",2023,26,0.764608227,20,74,97,4,1,611,558,0.274193548,0.295555555,42,102,31,0,23,5,0.163082437,94,0.327332242,0.437275985,6,1.4556831086893807,0.3292119661315543,5.499249514067758,79.94604345026075,105.64327993718072,-0.7624363284558058,0.153846153,0.05744681,0.41702128,"Alec Bohm",21618,664761
"Heliot Ramos","SFG",2023,23,0.536904761,1,5,2,0,0,60,56,0.178571428,0.257142857,4,5,4,0,1,0,0.125,20,0.233333333,0.303571428,0,-0.1638877371963513,0.23625730872154235,-4.091933538284611,3.2187172574135547,45.89833286197098,-0.06934611266478896,0.333333333,0.13888889,0.41666667,"Heliot Ramos",22515,671218
"Anthony Rendon","LAA",2023,33,0.678223304,2,23,22,2,0,183,148,0.236486486,0.268292682,25,27,6,0,6,6,0.081081081,27,0.360655737,0.317567567,4,0.19780858558984885,0.3117641988999205,-1.004678825401867,21.29280610147754,95.08774140264788,-0.046897164545953274,0.147540983,0.048,0.416,"Anthony Rendon",12861,543685
"José Abreu","HOU",2023,36,0.679629629,18,62,90,0,1,594,540,0.237037037,0.276381909,42,86,23,1,16,6,0.146296296,130,0.296296296,0.383333333,6,-0.43772490459958513,0.2951691372800637,-11.447763196295371,60.92767968111647,86.88473767465517,-1.4468594859354198,0.218855218,0.08653846,0.41586538,"Jose Abreu",15676,547989
"Pavin Smith","ARI",2023,27,0.641787945,7,26,30,1,1,228,191,0.188481675,0.208633093,35,24,5,0,3,1,0.136125654,45,0.317180616,0.324607329,0,-0.7332537743654308,0.29299982843945205,-4.804860665388809,22.97561235826422,80.31637170256917,-0.6843854580074549,0.197368421,0.07482993,0.41496599,"Pavin Smith",19892,656976
"Connor Joe","PIT",2023,30,0.760290556,11,63,42,3,5,472,413,0.246973365,0.310580204,50,56,31,4,4,8,0.174334141,110,0.33898305,0.421307506,1,1.4814508476814972,0.3324202748678498,5.505844398339416,63.016297324498325,105.7860448464442,-2.3887743009254336,0.233050847,0.08223684,0.41447368,"Connor Joe",16572,656582
"Nathaniel Lowe","TEX",2023,27,0.774622437,17,89,82,1,0,724,623,0.261637239,0.328828828,93,105,38,3,22,5,0.152487961,165,0.360497237,0.4141252,3,2.6540796944826734,0.340253044693754,13.155136819975349,101.37032308806654,116.61376610496129,-1.348729846533388,0.227900552,0.06507592,0.4143167,"Nathaniel Lowe",19566,663993
"Henry Davis","PIT",2023,23,0.653071895,7,27,24,3,5,255,225,0.213333333,0.273333333,25,31,10,0,3,4,0.137777778,69,0.301960784,0.351111111,1,-0.9297256744964972,0.2874889621150352,-6.540941735508725,24.52932414620848,75.66480382266339,-1.9572873776778579,0.270588235,0.07006369,0.41401274,"Henry Davis",29617,680779
"Mitch Garver","TEX",2023,32,0.87026239,19,45,50,0,0,344,296,0.27027027,0.312820512,44,50,11,0,6,3,0.22972973,82,0.37026239,0.5,0,2.155944259755431,0.3742335215646621,15.958514951938653,57.872912847274804,140.166379459422,-0.7396918684244156,0.238372093,0.1255814,0.41395349,"Mitch Garver",15161,641598
"Austin Wells","NYY",2023,23,0.742471041,4,8,13,0,0,75,70,0.228571428,0.226415094,3,6,6,0,3,0,0.257142857,14,0.256756756,0.485714285,1,0.31923813863970285,0.30894438882131836,-0.5873935785651767,8.55091991605753,94.889471423204,-0.06934611266478896,0.186666666,0.13793103,0.4137931,"Austin Wells",27562,669224
"Royce Lewis","MIN",2023,24,0.920772033,15,36,52,6,1,239,217,0.30875576,0.353741496,20,45,7,0,5,2,0.239631336,55,0.372384937,0.548387096,0,2.3255874732289237,0.39268610018566563,14.750121428285734,43.8708804311501,153.6112867987706,0.26167869148775935,0.230125523,0.11728395,0.41358025,"Royce Lewis",20437,668904
"Will Smith","LAD",2023,28,0.796705776,19,80,76,3,0,554,464,0.260775862,0.277173913,63,79,21,2,8,15,0.176724138,89,0.359205776,0.4375,12,3.8987293961500114,0.3449186309092287,12.212858426121954,79.71453410640169,118.47308785326047,-0.5942941536195576,0.160649819,0.06718346,0.41343669,"Will Smith",19197,669257
"Canaan Smith-Njigba","PIT",2023,24,0.434966216,0,3,5,1,0,37,32,0.125,0.235294117,4,2,1,1,1,0,0.09375,16,0.216216216,0.21875,1,-0.43028823933154,0.19895438568012133,-3.6696286819056114,0.8386059754415909,16.31262485550569,0.15376926120370626,0.432432432,0.11764706,0.41176471,"Canaan Smith-Njigba",23264,675986
"Billy McKinney","NYY",2023,28,0.725977891,6,19,14,1,0,147,128,0.2265625,0.273809523,17,19,3,1,1,1,0.1796875,39,0.319727891,0.40625,1,0.18053727050963497,0.31474910819367186,-0.44262675499402526,17.46846769446648,98.91284965675777,-0.0773844476789236,0.265306122,0.12222222,0.41111111,"Billy McKinney",15654,641856
"Garrett Cooper","- - -",2023,32,0.723588828,17,42,61,0,0,457,422,0.251184834,0.323636363,31,70,18,1,15,2,0.168246445,132,0.304157549,0.419431279,2,0.41186701617865384,0.3125355818861162,-2.2161807621162017,53.466609465118154,94.2632771928222,-0.7936277338303626,0.288840262,0.10273973,0.4109589,"Garrett Cooper",15279,643265
"Will Benson","CIN",2023,25,0.86299948,11,51,31,19,3,329,287,0.275261324,0.390804597,40,45,15,8,3,1,0.222996515,103,0.364741641,0.498257839,1,1.9144288226201804,0.3693880598233464,13.938694308820107,54.02542950523172,126.65987964847758,1.8711252948269248,0.313069908,0.1027027,0.41081081,"Will Benson",21853,666181
"Riley Adams","WSN",2023,27,0.806734666,4,8,21,0,0,158,143,0.272727272,0.368421052,11,20,13,2,5,2,0.202797203,45,0.331210191,0.475524475,1,0.4265362717141008,0.3444630199936545,3.4233044240510297,22.67468485272287,116.8258144508497,-0.25426907977089286,0.284810126,0.05,0.41,"Riley Adams",19864,656180
"Alek Thomas","ARI",2023,23,0.64683155,9,51,39,9,1,402,374,0.229946524,0.273049645,19,55,17,5,5,4,0.144385026,86,0.2725,0.37433155,3,0.28036784695914346,0.2781827608146763,-13.418598358347374,35.56276197283034,70.38324404954791,0.7846274641342461,0.213930348,0.05119454,0.40955631,"Alek Thomas",23792,677950
"Josh Naylor","CLE",2023,26,0.842473406,17,52,97,10,3,495,452,0.307522123,0.326203208,33,91,31,0,11,3,0.18141593,68,0.353535353,0.488938053,7,2.6571161368463305,0.3535324135189684,14.453336539483018,74.76620560399289,127.03735666629375,-0.1754386881366372,0.137373737,0.08184143,0.40920716,"Josh Naylor",18839,647304
"Nolan Jones","COL",2023,25,0.931385275,20,60,62,20,4,424,367,0.297002724,0.4009009,53,63,22,4,1,3,0.245231608,126,0.389150943,0.542234332,1,3.7522910378888468,0.3949954907571335,26.980794579693562,78.64272686929394,137.16029125228062,1.4178935457020998,0.297169811,0.15702479,0.40909091,"Nolan Jones",20529,666134
"Corbin Carroll","ARI",2023,22,0.867697037,25,116,76,54,5,645,565,0.284955752,0.324582338,57,96,30,10,7,13,0.221238938,125,0.361502347,0.50619469,4,5.3591413508023775,0.3702759255996692,27.802227641438908,106.39172369519419,132.12104433132953,7.41826454596594,0.193798449,0.07555556,0.40888889,"Corbin Carroll",25878,682998
"Orlando Arcia","ATL",2023,28,0.740907482,17,66,65,1,0,533,488,0.264344262,0.301075268,39,87,25,0,14,3,0.155737705,102,0.320825515,0.420081967,3,2.3879620304120595,0.3213181553817377,1.3029503063774772,66.24589820816286,99.74476247610708,-0.7939609452150762,0.191369606,0.06940874,0.40874036,"Orlando Arcia",13185,606115
"Andrew Knizner","STL",2023,28,0.711607142,10,30,31,2,0,241,224,0.241071428,0.287581699,12,33,11,0,8,3,0.183035714,62,0.2875,0.424107142,1,0.02003696026989088,0.30572872385382655,-2.531112132735121,26.833335229985845,91.96896829627809,0.030154071748256683,0.25726141,0.07926829,0.40853659,"Andrew Knizner",19514,668800
"AJ Pollock","- - -",2023,35,0.523548453,5,15,15,0,1,144,133,0.165413533,0.173469387,9,13,4,0,1,0,0.142857143,32,0.215277777,0.308270676,2,-0.7516955401570022,0.22730296808812353,-10.8915143458634,6.654047563812199,45.190949111288774,-0.5915907630696893,0.222222222,0.06796117,0.40776699,"AJ Pollock",9256,572041
"Zack Gelof","OAK",2023,23,0.840370369,14,40,32,14,2,300,270,0.266666666,0.331428571,26,37,20,1,5,3,0.237037037,82,0.336666666,0.503703703,1,2.706766518020422,0.35695949047305514,9.61345918816189,46.16671316665272,132.1250668047709,1.4550109193660319,0.273333333,0.11111111,0.40740741,"Zack Gelof",29766,680869
"Cal Raleigh","SEA",2023,26,0.761939998,30,78,75,0,0,569,513,0.23196881,0.273006134,54,65,23,1,6,1,0.22417154,158,0.305799648,0.45614035,1,4.342445541887541,0.32618309536450346,3.6899173657239244,73.01925574492819,113.1896405369903,-0.9169097119010985,0.27768014,0.12640449,0.40730337,"Cal Raleigh",21534,663728
"Harold Ramírez","TBR",2023,28,0.812534562,12,58,68,5,3,434,400,0.3125,0.358730158,22,92,19,2,7,6,0.1475,79,0.352534562,0.46,6,1.427430290010274,0.34948756096000494,11.214295133799807,64.09466922268321,127.02561949307439,-1.1908489502966404,0.182027649,0.04587156,0.40672783,"Harold Ramirez",14387,623912
