Name,Team,Season,Age,QS,K/9,ERA,WHIP,SV,HLD,BS,WAR,G,IP,GS,CG,TBF,W,L,H,R,ER,xERA,AVG,BABIP,SO,K%,K/BB,K-BB%,BB,IBB,HBP,BB/9,BB%,FIP,xFIP,GB%,HR,HR/9,LOB%,BK,WP,ShO,Pitches,Balls,Strikes,NameASCII,PlayerId,MLBAMID
"Alec Marsh","KCR",2023,25,1,10.291479996676594,5.690583056985882,1.5605381432869085,0,0,0,-0.4710959494113922,17,74.1,8,0,342,3,9,77,50,47,5.92,0.2619047619047619,0.3160621761658031,85,0.24853801,2.17948718,0.13450292,39,0,9,4.721973174945732,0.11403509,5.703470894654116,4.840353425992454,0.346341463,16,1.9372197640803002,0.73099415,0,1,0,1342,511,831,"Alec Marsh",27451,679525
"Tanner Scott","MIA",2023,28,0,12.00000117375312,2.3076925334140617,0.9871795837382374,12,24,4,2.8457517623901367,74,78,0,0,307,9,5,53,22,20,2.5,0.18996415770609318,0.29069767441860467,104,0.33876221,4.33333333,0.26058632,24,3,4,2.769231040096874,0.0781759,2.1652966631626525,2.6615471275440137,0.50867052,3,0.3461538800121092,0.76822917,0,1,0,1208,381,827,"Tanner Scott",17586,656945
"Brandon Bielak","HOU",2023,27,2,6.975000249445447,3.8250001367926645,1.5250000545382518,0,0,0,0.12754759937524796,15,80,13,0,353,5,6,86,43,34,5.44,0.27564102564102566,0.31092436974789917,62,0.17563739,1.72222222,0.07365439,36,0,5,4.050000144839292,0.101983,5.192540428787473,4.895892172128624,0.502024291,12,1.350000048279764,0.76225045,0,3,0,1388,569,819,"Brandon Bielak",19866,656232
"Garrett Whitlock","BOS",2023,27,3,9.041861026613343,5.14883752904371,1.3255814776670798,1,3,1,0.8158595263957977,22,71.2,10,0,304,5,5,82,43,41,4.58,0.2847222222222222,0.3399014778325123,72,0.23684211,5.53846154,0.19407895,13,0,3,1.6325582409162982,0.04276316,4.273645073914932,3.73803743919421,0.441860465,13,1.6325582409162982,0.68922306,0,2,0,1195,380,815,"Garrett Whitlock",20191,676477
"Ian Gibaut","CIN",2023,29,0,8.207050389003426,3.330397259305738,1.281938627589907,3,22,6,0.9382599592208862,74,75.2,0,0,318,8,4,69,33,28,3.74,0.24125874125874125,0.291866028708134,69,0.21698113,2.46428571,0.12893082,28,4,4,3.330397259305738,0.08805031,4.074423812183403,4.448011657556847,0.399061032,8,0.9515420740873536,0.75723831,0,0,0,1217,404,813,"Ian Gibaut",17871,664139
"Matt Brash","SEA",2023,25,0,13.627361923488886,3.056604543586292,1.330189014338479,4,24,5,2.0434978008270264,78,70.2,0,0,308,9,4,65,26,24,3.25,0.23809523809523808,0.3803680981595092,107,0.3474026,3.68965517,0.25324675,29,0,6,3.693397156833436,0.09415584,2.2644740722237353,3.046187240494761,0.46060606,3,0.3820755679482865,0.77244259,0,11,0,1306,495,811,"Matt Brash",25756,666374
"Dakota Hudson","STL",2023,28,4,4.97950827457097,4.97950827457097,1.5000000234510082,0,1,0,0.30045926570892334,18,81.1,12,0,354,6,3,88,46,45,6,0.2802547770700637,0.3038461538461538,45,0.12711864,1.32352941,0.03107345,34,0,6,3.762295140786955,0.0960452,5.062417436933941,5.107843806968219,0.514925373,9,0.9959016549141939,0.71057192,0,5,0,1318,508,810,"Dakota Hudson",19206,641712
"Tyler Holton","DET",2023,27,0,7.804688662989238,2.1093753143214156,0.8671876292210264,1,14,1,0.9353570602834225,59,85.1,1,0,324,3,2,56,21,20,3.5,0.18360655737704917,0.21171171171171171,74,0.22839506,4.11111111,0.17283951,18,1,1,1.8984377828892742,0.05555556,3.559727904899052,3.7580266696427103,0.45614035,9,0.9492188914446371,0.86538462,0,4,0,1195,391,804,"Tyler Holton",26231,663947
"Carlos Hernández","KCR",2023,26,0,9.900001079014487,5.271429145968753,1.3285715733742385,4,17,6,0.2748115435242653,67,70,4,0,300,1,10,62,43,41,4.7,0.23134328358208955,0.287292817679558,77,0.25666667,2.48387097,0.15333333,31,1,1,3.9857147201227154,0.10333333,4.2836119001739,4.339633221564878,0.321052631,10,1.2857144258460373,0.6375,2,5,0,1253,451,802,"Carlos Hernandez",22713,672578
"Eli Morgan","CLE",2023,27,0,10.024753232502945,4.009901293001178,1.4405941682263492,1,7,2,0.42425692081451416,61,67.1,0,0,299,5,2,73,37,30,3.96,0.2664233576642336,0.3368421052631579,75,0.25083612,3.125,0.17056856,24,1,1,3.2079210344009423,0.08026756,3.8788027828528095,3.8845647812651682,0.419191919,9,1.2029703879003535,0.71428571,1,2,0,1200,407,793,"Eli Morgan",20203,669212
"Scott McGough","ARI",2023,33,0,11.00474177370635,4.7345982049666855,1.2796211364774825,9,14,5,-0.09279435127973557,63,70.1,1,0,301,2,7,60,40,37,4.24,0.22304832713754646,0.27218934911242604,86,0.28571429,2.86666667,0.18604651,30,2,2,3.8388634094324474,0.09966777,4.762149698014994,3.5143918383832116,0.486187845,14,1.7914695910684755,0.71823204,0,3,0,1235,444,791,"Scott McGough",12056,543518
"Julian Merryweather","CHC",2023,31,0,12.250001298056846,3.3750003576279064,1.3055556938972148,2,17,2,0.8472951054573059,69,72,0,0,303,5,1,58,28,27,3.71,0.21804511278195488,0.3125,98,0.32343234,2.72222222,0.20462046,36,0,1,4.500000476837209,0.11881188,3.518929276348635,3.613020501800261,0.407185628,8,1.0000001059638242,0.79952267,0,3,0,1230,439,791,"Julian Merryweather",16703,657240
"Max Fried","ATL",2023,29,7,9.27038656964565,2.549356306652554,1.133047247401135,0,0,0,1.867658257484436,14,77.2,14,1,311,8,1,70,24,22,2.73,0.24054982817869416,0.3088235294117647,80,0.25723473,4.44444444,0.19935691,18,0,2,2.0858369781702715,0.05787781,3.1391605273764998,3.0957396198520093,0.576923076,7,0.8111588248439944,0.82294264,0,3,1,1244,458,786,"Max Fried",13743,608331
"Rafael Montero","HOU",2023,32,0,10.559406738236436,5.079208304468159,1.5297030858485976,1,10,5,0.11830925196409225,68,67.1,0,0,298,3,3,74,40,38,4.61,0.2781954887218045,0.35795454545454547,79,0.26510067,2.72413793,0.16778524,29,0,3,3.8762379165678054,0.09731544,4.458010747397424,4.10218883365393,0.411764705,11,1.4702971407670986,0.72847682,0,0,0,1254,471,783,"Rafael Montero",12760,606160
"Tyler Rogers","SFG",2023,32,0,7.2972980496481865,3.040540854020078,1.1486487670742516,2,30,6,0.5946785807609558,68,74,0,0,309,4,5,66,27,25,2.73,0.22996515679442509,0.2681818181818182,60,0.19417476,3.15789474,0.13268608,19,2,3,2.310811049055259,0.06148867,3.755040411047039,4.1339772917966,0.504504504,7,0.8513514391256218,0.78005115,0,0,0,1125,348,777,"Tyler Rogers",15541,643511
"Matt Manning","DET",2023,25,4,5.769230769230769,3.576923076923077,1.0384615384615385,0,0,0,0.5964147448539734,15,78,15,0,316,5,4,60,37,31,5.48,0.20689655172413793,0.21397379912663755,50,0.15822785,2.38095238,0.09177215,21,0,5,2.423076923076923,0.0664557,4.806322410779122,5.325835804220958,0.386554621,11,1.2692307692307692,0.69405099,0,0,0,1183,406,777,"Matt Manning",20369,666159
"Phil Bickford","- - -",2023,27,0,10.158417472207637,4.9455453483116125,1.4554457781817958,1,4,1,0.20465374737977982,61,67.1,0,0,304,5,5,59,41,37,4.8,0.2260536398467433,0.288135593220339,76,0.25,1.94871795,0.12171053,39,4,4,5.212872123896024,0.12828947,4.458010849626922,5.049717913820186,0.279329608,8,1.069307102337646,0.67180617,1,4,0,1233,458,775,"Phil Bickford",18519,641360
"Reynaldo López","- - -",2023,29,0,11.318183617158656,3.2727277929133463,1.272727475021857,6,22,6,0.7648264169692993,68,66,0,0,278,3,7,50,25,24,4.01,0.205761316872428,0.27631578947368424,83,0.29856115,2.44117647,0.17625899,34,2,1,4.636364373293907,0.12230216,3.906555614567783,4.059302169491016,0.392405063,8,1.0909092643044487,0.81300813,1,4,0,1211,441,770,"Reynaldo Lopez",16400,625643
"Buck Farmer","CIN",2023,32,0,8.400001708984723,4.2000008544923615,1.1600002360026522,3,9,6,0.6172311902046204,71,75,0,0,309,4,5,58,36,35,4.07,0.21014492753623187,0.24102564102564103,70,0.22653722,2.4137931,0.13268608,29,0,4,3.4800007080079567,0.09385113,4.6150406361898355,4.890798340840374,0.333333333,11,1.320000268554742,0.72751323,0,1,0,1224,455,769,"Buck Farmer",14814,571656
"Emmanuel Clase","CLE",2023,25,0,7.926605781996344,3.2201835989360146,1.1559633432078,44,0,12,1.738782525062561,75,72.2,0,0,302,3,9,68,37,26,3.04,0.23859649122807017,0.29493087557603687,64,0.21192053,4,0.1589404,16,2,1,1.981651445499086,0.05298013,2.9110036502090346,3.446797427684043,0.550458715,4,0.4954128613747715,0.60453401,1,5,0,1125,358,767,"Emmanuel Clase",21032,661403
"Jose Quintana","NYM",2023,34,8,7.13656411650953,3.568282058254765,1.308370088026747,0,0,0,1.523950219154358,13,75.2,13,0,319,3,6,75,33,30,4.55,0.25510204081632654,0.3056768558951965,60,0.18808777,2.5,0.11285267,24,0,1,2.854625646603812,0.07523511,3.5193575489974234,4.473915231888511,0.416309012,5,0.5947136763757941,0.72043011,0,2,0,1231,465,766,"Jose Quintana",11423,500779
"Scott Barlow","- - -",2023,30,0,10.455883526059715,4.367647548860387,1.397058980275208,13,7,3,1.0235905349254608,63,68,0,0,299,2,6,61,39,33,3.77,0.23461538461538461,0.3220338983050847,79,0.26421405,2.32352941,0.15050167,34,3,5,4.50000050488646,0.11371237,3.4168050835289367,4.0379970646241645,0.429378531,4,0.5294118241042893,0.64618644,0,3,0,1200,439,761,"Scott Barlow",14993,605130
"Matthew Boyd","DET",2023,32,2,9.253522121109452,5.450704811064472,1.323943804237882,0,0,0,0.8546042442321777,15,71,15,0,303,5,5,69,46,43,4.24,0.25,0.3020833333333333,73,0.24092409,2.92,0.15841584,25,0,2,3.1690144250374837,0.08250825,4.353632026843398,4.3654855857743255,0.388059701,11,1.3943663470164926,0.62034739,0,2,0,1178,423,755,"Matthew Boyd",15440,571510
"Bryan Abreu","HOU",2023,26,0,12.500001324547801,1.7500001854366922,1.0416667770456502,5,24,4,1.4986470937728882,72,72,0,0,287,3,2,44,17,14,3.23,0.17391304347826086,0.2585034013605442,100,0.34843206,3.22580645,0.24041812,31,0,3,3.8750004106098186,0.10801394,2.977262552284897,3.294685599683549,0.370860927,6,0.7500000794728682,0.87643678,0,1,0,1218,463,755,"Bryan Abreu",16609,650556
"Michael Grove","LAD",2023,26,0,9.521739130434783,6.130434782608695,1.4782608695652173,0,1,0,0.7736767828464508,18,69,12,0,302,2,3,83,47,47,5,0.29642857142857143,0.3641025641025641,73,0.24172185,3.84210526,0.17880795,19,0,3,2.4782608695652173,0.06291391,4.35648963485939,3.9167031609493757,0.391304347,12,1.565217391304348,0.65759637,0,3,0,1146,391,755,"Michael Grove",23221,675627
"Louis Varland","MIN",2023,25,5,9.397058955319615,4.632353006143472,1.2205882524124068,0,2,0,0.15258357673883438,17,68,10,0,283,4,3,66,35,35,4.58,0.2490566037735849,0.2808988764044944,71,0.25088339,4.17647059,0.19081272,17,0,1,2.2500000315554005,0.06007067,5.019746266599346,3.808786445207401,0.442708333,16,2.11764708852273,0.79545455,0,2,0,1091,337,754,"Louis Varland",27691,686973
"Bryse Wilson","MIL",2023,25,0,7.160870515358371,2.58260903832597,1.069565359306715,3,5,1,0.3365751802921295,53,76.2,0,0,314,6,0,60,26,22,3.96,0.20689655172413793,0.2318181818181818,61,0.19426752,2.77272727,0.12420382,22,0,2,2.58260903832597,0.07006369,4.128953518930606,4.716281491040007,0.377777777,9,1.0565218793151696,0.81232493,0,6,0,1158,405,753,"Bryse Wilson",19990,669060
"Carlos Estévez","LAA",2023,30,0,11.262033004518642,3.8983960400256836,1.4919787313678543,31,2,4,0.913806676864624,63,62.1,0,0,281,5,5,62,34,27,4.07,0.2530612244897959,0.34375,78,0.27758007,2.51612903,0.16725979,31,5,5,4.4759361941035625,0.11032028,3.9448799879789815,4.553887045289345,0.307228915,7,1.0106952696362883,0.72562358,0,1,0,1128,378,750,"Carlos Estevez",14542,608032
"Justin Lawrence","COL",2023,28,0,9.360001904297263,3.7200007568360913,1.346666940646757,11,11,7,1.170031189918518,69,75,0,0,326,4,7,65,37,31,3.74,0.22968197879858657,0.3,78,0.2392638,2.16666667,0.12883436,36,4,7,4.320000878906429,0.11042945,3.761707129245355,4.261811347590584,0.485,5,0.6000001220703374,0.7029703,0,3,0,1185,440,745,"Justin Lawrence",17639,664875
"David Bednar","PIT",2023,28,0,10.693070114669808,2.004950646500589,1.0990099840077303,39,0,3,2.334458112716675,66,67.1,0,0,277,3,3,53,22,15,2.82,0.20948616600790515,0.29411764705882354,80,0.28880866,3.80952381,0.21299639,21,4,3,2.806930905100825,0.07581227,2.5273175322487083,3.863378575867528,0.394117647,3,0.4009901293001178,0.75549451,0,2,0,1106,365,741,"David Bednar",19569,670280
"Zack Thompson","STL",2023,25,1,9.768845251047889,4.477387406730283,1.4170855765408976,0,1,1,1.0678912252187729,25,66.1,9,0,287,5,7,69,35,33,4.61,0.2653846153846154,0.3388888888888889,72,0.25087108,2.88,0.16376307,25,0,2,3.3919601566138504,0.08710801,3.873130876924483,3.8257106255574245,0.440217391,8,1.0854272501164322,0.71933962,0,3,0,1169,429,740,"Zack Thompson",25918,668868
"Carlos Rodón","NYY",2023,30,3,8.953368583510688,6.85492282175037,1.445595969212663,0,0,0,-0.08267810195684433,14,64.1,14,0,286,3,8,65,51,49,5.34,0.2559055118110236,0.2857142857142857,64,0.22377622,2.28571429,0.12587413,28,0,4,3.9170987552859255,0.0979021,5.788719316289157,5.301908246315261,0.271276595,15,2.0984457617603174,0.60526316,0,9,0,1134,398,736,"Carlos Rodon",16137,607074
"Roansy Contreras","PIT",2023,23,4,7.243902674918378,6.585366068107617,1.565853709527811,1,0,0,0.08040133118629456,19,68.1,11,0,302,3,7,75,50,50,5.48,0.2788104089219331,0.31527093596059114,55,0.18211921,1.71875,0.07615894,32,1,1,4.214634283588874,0.10596026,5.1867477394753045,5.199063875393354,0.37735849,11,1.4487805349836755,0.62634989,0,3,0,1145,415,730,"Roansy Contreras",22810,672710
"Craig Kimbrel","PHI",2023,35,0,12.26086956521739,3.260869565217391,1.0434782608695652,23,7,5,1.121195673942566,71,69,0,0,278,8,6,44,28,25,3.28,0.17886178861788618,0.23943661971830985,94,0.3381295,3.35714286,0.23741007,28,1,4,3.652173913043478,0.10071942,3.8057649971782297,3.575058780113856,0.335526315,10,1.3043478260869565,0.77419355,2,4,0,1136,408,728,"Craig Kimbrel",6655,518886
"Camilo Doval","SFG",2023,25,0,11.571430310995215,2.926108814274652,1.1379312055512536,39,0,8,1.9149494171142578,69,67.2,0,0,281,6,6,51,32,22,2.91,0.20647773279352227,0.3057324840764331,87,0.30960854,3.34615385,0.21708185,26,6,8,3.458128598688225,0.09252669,2.7673555571179618,3.363821915598385,0.522012578,3,0.3990148383101798,0.65594059,3,10,0,1145,418,727,"Camilo Doval",21992,666808
"Kyle Finnegan","WSN",2023,31,0,8.177885215310699,3.764423353079528,1.2980770183032857,28,8,8,0.2801293134689331,67,69.1,0,0,288,7,5,66,33,29,4.7,0.2509505703422053,0.291005291005291,63,0.21875,2.625,0.13541667,24,1,1,3.1153848439278855,0.08333333,4.581963533762652,3.9979415016629067,0.471794871,11,1.4278847201336142,0.76719577,0,0,0,1114,392,722,"Kyle Finnegan",15009,640448
"Jose Cuas","- - -",2023,29,0,9.780614585701203,3.9948989152864067,1.5000003589964286,1,10,3,-0.048395730555057526,72,65.1,2,0,292,3,2,63,30,29,5.44,0.252,0.3216374269005848,71,0.24315068,2.02857143,0.12328767,35,0,7,4.821429725345663,0.11986301,4.601979457371415,4.477914148022226,0.460674157,8,1.1020410800790088,0.79957356,0,5,0,1177,458,719,"Jose Cuas",17701,621016
"Julio Teheran","MIL",2023,32,5,6.27906999025815,4.395348993180705,1.130232598246467,0,0,0,0.3280540630221367,14,71.2,11,0,288,3,5,68,36,35,4.93,0.25092250922509224,0.2644230769230769,50,0.17361111,3.84615385,0.12847222,13,0,4,1.632558197467119,0.04513889,4.929459023565911,4.6706917066084435,0.4,13,1.632558197467119,0.73353293,2,1,0,1083,367,716,"Julio Teheran",6797,527054
"Pierce Johnson","- - -",2023,32,0,12.925534406470783,4.0212773709020215,1.4840428392614602,13,12,3,0.6664908081293106,67,62.2,0,0,277,2,6,63,34,28,3.9,0.2550607287449393,0.36054421768707484,90,0.32490975,3,0.2166065,30,1,0,4.308511468823594,0.10830325,3.8933383548783436,3.269950146423106,0.371794871,10,1.4361704896078649,0.74683544,0,4,0,1085,372,713,"Pierce Johnson",13435,572955
"Justin Topa","SEA",2023,32,0,7.956522618890582,2.608695940619863,1.1449276628276066,3,23,2,1.0684565305709839,75,69,0,0,279,5,4,61,26,20,2.97,0.2364341085271318,0.29533678756476683,61,0.21863799,3.38888889,0.15412186,18,4,3,2.3478263465578766,0.06451613,3.153591072917409,3.550125670235157,0.567010309,4,0.5217391881239726,0.73298429,0,0,0,1046,333,713,"Justin Topa",15145,623437
"Emilio Pagán","MIN",2023,32,0,8.437501547428562,2.985577470628568,0.9519232515047608,1,8,5,1.178116325289011,66,69.1,1,0,273,5,2,45,26,23,3.66,0.17928286852589642,0.22099447513812154,65,0.23809524,3.0952381,0.16117216,21,2,1,2.725962038399997,0.07692308,3.269463439065324,4.573527113873088,0.315217391,5,0.6490385805714278,0.68333333,0,2,0,1063,352,711,"Emilio Pagan",14771,641941
"James Kaprielian","OAK",2023,29,3,8.40983632853262,6.3442624934544325,1.5901639841474935,0,0,1,0.3064908639062196,14,61,11,0,280,2,6,66,45,43,4.86,0.27049180327868855,0.3202247191011236,57,0.20357143,1.83870968,0.09285714,31,1,5,4.573770634815986,0.11071429,5.07471254754214,5.6502594731352485,0.304347826,9,1.3278688939788348,0.63758389,0,3,0,1093,382,711,"James Kaprielian",18331,621076
"Griffin Jax","MIN",2023,28,0,9.367347668032561,3.8571431574251727,1.1785715203243583,4,23,7,1.2149534225463867,71,65.1,0,0,274,6,10,58,30,28,2.86,0.23107569721115537,0.29775280898876405,68,0.24817518,3.57894737,0.17883212,19,1,4,2.61734714253851,0.06934307,3.2244281122159184,3.570769613046637,0.555555555,5,0.6887755638259236,0.68918919,0,1,0,1048,338,710,"Griffin Jax",20253,643377
"Hogan Harris","OAK",2023,26,2,8.000000484406032,7.142857575362528,1.5079365992432003,0,0,0,0.04360131919384003,14,63,6,0,284,3,6,67,51,50,5.13,0.2648221343873518,0.3048128342245989,56,0.1971831,2,0.09859155,28,0,3,4.000000242203016,0.09859155,5.016945228086494,5.210409538843923,0.396907216,10,1.4285715150725056,0.55952381,0,1,0,1109,400,709,"Hogan Harris",21520,663687
"Gregory Santos","CHW",2023,23,0,8.954775585917485,3.3919604492111683,1.2964826605873798,5,6,4,1.5322601795196533,60,66.1,0,0,289,2,2,69,29,25,3.14,0.25842696629213485,0.33668341708542715,66,0.2283737,3.88235294,0.16955017,17,1,5,2.3065331054635947,0.05882353,2.652025168526196,3.3069113292279018,0.525,2,0.27135683593689347,0.70294785,1,2,0,1049,341,708,"Gregory Santos",21894,666619
"Héctor Neris","HOU",2023,34,0,10.14146416949494,1.7121952493952495,1.0536586150124612,2,31,1,0.8576006889343262,71,68.1,0,0,273,6,3,41,16,13,3.33,0.17154811715481172,0.21935483870967742,77,0.28205128,2.48387097,0.16849817,31,0,3,4.082927133173287,0.11355311,3.825772109295487,4.453891552194126,0.318471337,7,0.9219512881359035,0.90490798,0,3,0,1094,387,707,"Hector Neris",11804,593576
"Joel Payamps","MIL",2023,29,0,9.80660518525396,2.547170177988042,1.0471699620617505,3,27,3,1.1909911632537842,69,70.2,0,0,287,7,5,57,24,20,3.23,0.21509433962264152,0.2722222222222222,77,0.26829268,4.52941176,0.20905923,17,1,5,2.1650946512898357,0.05923345,3.4814554864293408,3.6475114930196813,0.459459459,8,1.0188680711952167,0.81120944,2,2,0,1122,418,704,"Joel Payamps",14332,606303
"Trevor Stephan","CLE",2023,27,0,9.830098543644661,4.063107398039794,1.2961166968657405,2,28,8,0.9309371709823608,71,68.2,0,0,294,7,7,63,35,31,4.51,0.23954372623574144,0.3131868131868132,75,0.25510204,2.88461538,0.16666667,26,1,5,3.4077674951301495,0.08843537,3.560865647521571,4.25486672072477,0.416216216,6,0.786407883491573,0.68925234,0,3,0,1129,425,704,"Trevor Stephan",19932,663986
"Bryan Hoeing","MIA",2023,26,0,6.7500006072926615,5.476415587048764,1.3584906882601584,0,1,0,-0.31002363562583923,33,70.2,7,0,304,2,3,71,45,43,5.3,0.2563176895306859,0.27488151658767773,53,0.17434211,2.12,0.09210526,25,2,2,3.183962550609746,0.08223684,5.292776391887308,4.913364813030841,0.450892857,13,1.655660526317068,0.6641604,0,1,0,1126,422,704,"Bryan Hoeing",26304,663773
"Yimi García","TOR",2023,32,0,10.77272976331532,4.09091003670202,1.242424529665058,3,19,4,0.9675424695014954,73,66,0,0,282,3,4,67,35,30,3.48,0.2567049808429119,0.3390804597701149,79,0.28014184,5.26666667,0.22695035,15,1,6,2.04545501835101,0.05319149,3.391404027387138,3.1433379542684774,0.455056179,8,1.0909093431205388,0.69010417,0,0,0,1100,397,703,"Yimi Garcia",12095,554340
"Brandon Woodruff","MIL",2023,30,7,9.940298507462687,2.283582089552239,0.8208955223880597,0,0,0,1.450810432434082,11,67,11,1,253,5,1,40,17,17,2.82,0.1702127659574468,0.20394736842105263,74,0.29249012,4.93333333,0.23320158,15,0,3,2.014925373134328,0.05928854,3.5983239415866226,3.6287914980703326,0.364779874,9,1.208955223880597,0.9030837,0,0,1,1044,341,703,"Brandon Woodruff",16162,605540
"Brent Suter","COL",2023,33,0,7.139423600668071,3.3750002475885426,1.2980770183032857,0,7,3,1.3075168523937464,57,69.1,2,0,292,4,3,65,36,26,3.23,0.24621212121212122,0.30097087378640774,55,0.18835616,2.2,0.10273973,25,0,3,3.245192545758214,0.08561644,3.4425403732519895,4.477750557579046,0.465346534,3,0.3894231054909857,0.64189189,0,1,0,1130,428,702,"Brent Suter",13942,608718
"Nestor Cortes","NYY",2023,28,3,9.521052822736495,4.973684310384736,1.2473684460964896,0,0,0,0.8672462701797485,12,63.1,12,0,266,5,2,59,36,35,3.66,0.24279835390946503,0.2909090909090909,67,0.2518797,3.35,0.17669173,20,0,3,2.8421053202198494,0.07518797,4.486619331592339,4.839280002804599,0.262857142,11,1.5631579261209172,0.69069069,0,0,0,1070,368,702,"Nestor Cortes",17874,641482
"José Urquidy","HOU",2023,28,2,6.428571817826275,5.285714605768271,1.4285715150725056,1,0,0,0.19015198945999146,16,63,10,0,275,3,3,65,37,37,4.7,0.2620967741935484,0.28125,45,0.16363636,1.8,0.07272727,25,0,2,3.571428787681264,0.09090909,5.38202461527169,5.447870747854923,0.364532019,11,1.571428666579756,0.71801567,1,0,0,1098,396,702,"Jose Urquidy",18413,664353
"Caleb Ferguson","LAD",2023,26,0,10.441990820888329,3.4309398411490224,1.4419892085988646,3,17,5,1.3014342039823532,68,60.1,7,0,270,7,4,64,30,23,3.85,0.26778242677824265,0.36363636363636365,70,0.25925926,3.04347826,0.17407407,23,0,8,3.4309398411490224,0.08518519,3.337913302519994,3.681794201258826,0.49090909,4,0.5966851897650474,0.72706935,0,3,0,1067,365,702,"Caleb Ferguson",19349,657571
"Ryan Walker","SFG",2023,27,0,11.445654902769823,3.2282616392427705,1.3858698956345226,1,2,1,0.6611016988754272,49,61.1,13,0,263,5,3,61,25,22,3.06,0.25738396624472576,0.3509933774834437,78,0.29657795,3.25,0.20532319,24,0,2,3.521739970083022,0.09125475,3.678953504044101,3.4659264934815126,0.414012738,8,1.1739133233610075,0.81794195,0,3,0,1080,378,702,"Ryan Walker",20423,676254
"Fernando Cruz","CIN",2023,33,0,13.363638101530695,4.909091547501072,1.212121369753351,0,7,0,1.6361039876937866,58,66,2,0,279,1,2,52,39,36,3.45,0.20883534136546184,0.31724137931034485,98,0.35125448,3.5,0.25089606,28,0,2,3.818182314723056,0.10035842,2.8307978800833977,3.502737812804845,0.315436241,6,0.8181819245835119,0.58423913,0,5,0,1122,421,701,"Fernando Cruz",7048,518585
"A.J. Minter","ATL",2023,29,0,11.412372929267951,3.7577325498809104,1.1907218367935395,10,21,3,1.4258298873901367,70,64.2,0,0,260,3,6,56,28,27,3.3,0.23430962343096234,0.33112582781456956,82,0.31538462,3.9047619,0.23461539,21,2,0,2.922680872129597,0.08076923,2.8993702004548445,3.3806261899852093,0.35064935,6,0.8350516777513135,0.71428571,1,1,0,1066,366,700,"A.J. Minter",18655,621345
"Kevin Kelly","TBR",2023,25,0,7.5223897728740114,3.0895529424303976,1.0149256042766523,1,11,1,1.224045991897583,57,67,0,0,276,5,2,53,27,23,3.3,0.21115537848605578,0.26424870466321243,56,0.20289855,3.73333333,0.14855072,15,1,10,2.0149258320198244,0.05434783,3.0908612176287886,4.2821228658380095,0.476923076,2,0.2686567776026433,0.67819149,0,1,0,1066,369,697,"Kevin Kelly",25679,687330
"Alexis Díaz","CIN",2023,26,0,11.495050373270043,3.07425765796757,1.1881189016299787,37,2,3,1.7543399333953857,71,67.1,0,0,286,9,6,44,30,23,3.4,0.18333333333333332,0.26666666666666666,86,0.3006993,2.38888889,0.17482518,36,0,10,4.811881551601414,0.12587413,3.5223671123638156,4.19881894786385,0.38,4,0.5346535057334905,0.71090047,0,3,0,1166,470,696,"Alexis Diaz",21132,664747
"Taylor Clarke","KCR",2023,30,0,9.915255519447394,5.949153311668436,1.6101696997393204,3,12,3,-0.2161918506026268,58,59,2,0,266,3,6,71,42,39,5.1,0.29707112970711297,0.36419753086419754,65,0.2443609,2.70833333,0.15413534,24,1,3,3.6610174225651915,0.09022556,5.068599916045568,4.806479527671675,0.30994152,12,1.8305087112825957,0.68965517,0,3,0,1070,375,695,"Taylor Clarke",17611,664199
"Erik Swanson","TOR",2023,29,0,10.125001544952628,2.9700004531861044,1.0950001670837657,4,29,2,0.8399587273597717,69,66.2,0,0,262,4,2,52,22,22,3.04,0.2157676348547718,0.27848101265822783,75,0.28625954,3.57142857,0.20610687,21,0,0,2.8350004325867357,0.08015267,3.5100403984069883,3.810061167380409,0.396341463,8,1.080000164794947,0.82524272,0,0,0,1059,367,692,"Erik Swanson",16587,657024
"Paul Sewald","- - -",2023,33,0,11.868133111904806,3.1153849418750115,1.1538462747685228,34,0,5,0.8391743302345276,65,60.2,0,0,249,3,2,46,23,21,2.75,0.20535714285714285,0.27941176470588236,80,0.32128514,3.33333333,0.2248996,24,1,1,3.5604399335714416,0.09638554,3.5682272055056696,3.7616550737412124,0.321428571,8,1.1868133111904806,0.80267559,0,1,0,1038,347,691,"Paul Sewald",13892,623149
"Jason Foley","DET",2023,27,0,7.1739146299311605,2.6086962290658766,1.1594205462515008,7,28,2,1.508998155593872,70,69,0,0,276,3,3,65,21,20,3.74,0.25,0.3103448275862069,55,0.19927536,3.66666667,0.14492754,15,2,1,1.9565221717994075,0.05434783,2.733301113683895,3.5066474323785917,0.570731707,2,0.26086962290658766,0.76726343,0,2,0,1048,358,690,"Jason Foley",19531,671345
"Andre Pallante","STL",2023,24,0,5.6911777476541285,4.764706951524387,1.558823879202423,0,13,5,-0.08455577492713928,62,68,0,0,302,4,1,76,37,36,4.13,0.2825278810408922,0.3181818181818182,43,0.14238411,1.43333333,0.04304636,30,0,3,3.9705891262703226,0.09933775,4.593275953906698,4.005438915247453,0.777777777,6,0.7941178252540645,0.71570577,1,6,0,1140,450,690,"Andre Pallante",26108,669467
