Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Ivan Brethowr","CHC","A+",22,10,30,42,9,7,1,0,1,5,5,9,0,9,3,0,0,0,4,0,0.3,0.214285714,0.214285714,1,0.3,0.5,0.433333333,0.933333333,0.133333333,5.131302516964285,0.4,0.5578953642398119,9.064506357196315,4.011139591816408,0.4707070518107641,179.37558815830099,,0.4,1.571428571,0.142857142,0.523809523,0.333333333,0,0.142857142,0.38095238,0.19047619,0.42857143,0.11956522,91,93,"sa3025415"
"Carter Frederick","KCR","A+",22,9,31,37,6,4,2,0,0,6,4,6,0,16,0,0,0,0,5,0,0.193548387,0.162162162,0.432432432,0.375,0.193548387,0.324324324,0.258064516,0.58238884,0.064516129,7.5,0.4,0.8725765161216259,3.409722578740299,-1.0420529050467606,0.3049241658803579,76.59242006157278,,0.4,1.6,0.133333333,0.533333333,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0.18902439,58,106,"sa3025416"
"Nick Roselli","NYM","A+",22,7,24,27,4,2,1,1,0,3,5,3,0,8,0,0,0,0,0,0,0.166666666,0.111111111,0.296296296,0.375,0.166666666,0.259259259,0.291666666,0.550925925,0.125,4.696428565,0.25,-0.07188751827925444,2.041864536596101,-1.4588559643499441,0.2667501789552194,58.326979718726506,,0.25,1,0.125,0.4375,0.4375,0,0,0.66666667,0.13333333,0.2,0.19,37,63,"sa3025417"
"Jacob Cozart","CLE","A+",22,8,32,38,6,4,2,0,0,3,3,6,0,14,0,0,0,0,0,0,0.1875,0.157894736,0.368421052,0.428571428,0.1875,0.315789473,0.25,0.565789473,0.0625,1.08035714,0.333333333,-0.1274234987795353,3.2744169060494825,-1.297676834056146,0.2968998457256116,71.61744907648884,,0.333333333,1.8,0.222222222,0.5,0.277777777,0.6,0,0.5,0.22222222,0.27777778,0.19879518,70,96,"sa3025434"
"Josh Caron","SEA","A+",21,7,31,33,10,9,0,0,1,5,5,1,0,11,1,0,0,0,1,0,0.322580645,0.03030303,0.333333333,0.09090909,0.322580645,0.363636363,0.419354838,0.782991201,0.096774193,5.210161051916762,0.47368421,0.13713539252057672,4.664618564252729,0.38777813077437345,0.3705764792182229,109.06693005750026,,0.47368421,1.8,0.222222222,0.5,0.277777777,0.2,0.2,0.45,0.25,0.3,0.17557252,35,96,"sa3025435"
"Joel Dragoo","PHI","A",22,8,30,37,8,7,1,0,0,3,4,7,0,12,0,0,0,1,1,0,0.266666666,0.189189189,0.324324324,0.583333333,0.266666666,0.405405405,0.3,0.705405405,0.033333334,3.7180376171572025,0.444444444,0.1329229073598981,5.695611185058033,0.5520378413042183,0.37005739920848124,110.7325745043491,,0.444444444,2.25,0.277777777,0.5,0.222222222,0,0,0.55555556,0.27777778,0.16666667,0.07647059,82,88,"sa3025437"
"Colton Becker","KCR","A",24,8,25,34,7,6,1,0,0,5,1,8,0,8,0,0,1,0,6,1,0.28,0.235294117,0.235294117,1,0.28,0.454545454,0.32,0.774545454,0.04,6.12913098913153,0.411764705,0.594238294288516,6.3258335080614385,1.6208028581610017,0.41332882462125836,134.44829542598836,,0.411764705,2,0.294117647,0.470588235,0.235294117,0.5,0,0.5,0.22222222,0.27777778,0.11764706,68,85,"sa3025438"
"Andrew Patrick","PIT","A",22,7,20,24,1,1,0,0,0,1,2,3,0,11,0,1,0,1,0,0,0.05,0.125,0.458333333,0.272727272,0.05,0.166666666,0.05,0.216666666,0,1.08035714,0.1,-0.019164884462952614,-0.7730875634029326,-4.109459462054056,0.1389064888159434,-23.171504463141165,,0.1,2,0.1,0.6,0.3,0,0,0.77777778,0,0.22222222,0.24271845,35,68,"sa3025439"
"Ryan Cesarini","CLE","A",22,9,29,40,4,2,2,0,0,1,6,6,0,8,4,1,0,0,1,2,0.137931034,0.15,0.2,0.75,0.137931034,0.35,0.206896551,0.556896551,0.068965517,2.1870444131992657,0.181818181,-0.8810729719698429,4.456709623876282,-1.0786205524771717,0.31912567317485807,80.51388954023078,,0.181818181,0.888888888,0.227272727,0.363636363,0.409090909,0.222222222,0,0.59090909,0.22727273,0.18181818,0.09493671,63,95,"sa3025440"
"Garrett Howe","CLE","A",22,9,30,40,6,5,1,0,0,4,5,9,0,10,1,0,0,1,3,2,0.2,0.225,0.25,0.9,0.2,0.4,0.233333333,0.633333333,0.033333333,4.102832733417905,0.3,-0.5055324295535684,5.647938135473211,0.11260795911975667,0.35671383440494536,102.03434945219368,,0.3,2.75,0.25,0.55,0.2,0.25,0,0.45,0.15,0.4,0.10588235,77,93,"sa3025441"
"Austin Machado","ATL","A+",24,2,5,7,1,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0.2,0.285714285,0.142857142,2,0.2,0.428571428,0.2,0.628571428,0,2.64285714,0.25,-0.04313251096755266,0.9998897331231971,0.09229552917422232,0.35266053676605225,110.1692506158194,,0.25,3,0.25,0.75,0,0,0,0.5,0,0.5,0.16,12,13,"sa3025442"
"Owen Ayers","CHC","A",24,3,11,14,1,0,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0.09090909,0,0.142857142,0,0.09090909,0.285714285,0.181818181,0.467532466,0.090909091,0.14285714,0.111111111,-0.02445946354418993,1.062545532943426,-0.8748200287802832,0.2742915281227657,54.84486531277349,,0.111111111,2.5,0.125,0.625,0.25,0,0,0.55555556,0.11111111,0.33333333,0.09756098,16,25,"sa3025449"
"Bennett Thompson","CLE","A",22,7,24,32,10,8,2,0,0,7,7,7,0,3,1,0,0,0,1,1,0.416666666,0.21875,0.09375,2.333333333,0.416666666,0.5625,0.5,1.0625,0.083333334,3.6964509570281177,0.476190476,-0.4220680296421051,8.955544491191247,4.527280350108484,0.5317284949123859,202.23600503201936,,0.476190476,1.8,0.333333333,0.428571428,0.238095238,0.2,0,0.63636364,0.18181818,0.18181818,0.04,61,64,"sa3025451"
"Carson Benge","NYM","A+",22,8,27,34,8,5,3,0,0,7,3,7,0,9,0,0,0,0,0,0,0.296296296,0.205882352,0.264705882,0.777777777,0.296296296,0.44117647,0.407407407,0.848583877,0.111111111,2.4345238025,0.444444444,-0.17253004387021065,6.497530829721701,2.0892161248266814,0.41434521008940306,147.39262654063248,,0.444444444,2.5,0.176470588,0.588235294,0.235294117,0,0,0.27777778,0.16666667,0.55555556,0.07042254,62,80,"sa3025452"
"Raider Tello","PHI","A",24,7,27,28,8,5,2,0,1,1,4,1,0,8,0,0,0,1,0,0,0.296296296,0.035714285,0.285714285,0.125,0.296296296,0.321428571,0.481481481,0.802910052,0.185185185,0.14285714,0.388888888,-0.02874732669442892,4.3934011783787135,0.5009672966190695,0.373747604233878,112.87028403916263,,0.388888888,1.6,0.277777777,0.444444444,0.277777777,0.2,0.2,0.21052632,0.21052632,0.57894737,0.11607143,35,77,"sa3025453"
"Ariel Armas","CHC","A+",22,9,31,35,4,3,1,0,0,2,1,4,0,7,0,0,0,0,1,0,0.129032258,0.114285714,0.2,0.571428571,0.129032258,0.228571428,0.161290322,0.38986175,0.032258064,4.4589707503378,0.166666666,0.11080355383455753,0.7749897532009415,-3.43614921794898,0.21106876475470407,18.403328850230693,,0.166666666,0.727272727,0.208333333,0.333333333,0.458333333,0.545454545,0,0.54166667,0.16666667,0.29166667,0.09219858,54,87,"sa3025454"
"Cameron Leary","OAK","A",23,10,42,48,9,7,0,0,2,9,9,6,0,15,0,0,0,0,8,0,0.214285714,0.125,0.3125,0.4,0.214285714,0.3125,0.357142857,0.669642857,0.142857143,7.5,0.28,1.4360074708238244,5.678632210425272,-0.9206791413508509,0.3277815257509549,86.0488603693011,,0.28,1.3,0.115384615,0.5,0.384615384,0.2,0.2,0.37037037,0.18518519,0.44444444,0.17837838,75,110,"sa3025469"
"Alex Stone","TOR","A+",23,5,21,23,5,3,2,0,0,1,5,1,0,5,1,0,0,0,0,0,0.238095238,0.04347826,0.217391304,0.2,0.238095238,0.304347826,0.333333333,0.637681159,0.095238095,0.5595238025,0.3125,-0.028574822936207056,2.0665811761636506,-0.9142470047455064,0.3074816776358563,69.32909415575038,,0.3125,1.25,0.357142857,0.357142857,0.285714285,0.5,0,0.5,0.125,0.375,0.0952381,32,52,"sa3025480"
"Jack Penney","DET","A+",22,10,32,46,7,5,2,0,0,7,4,13,0,10,1,0,0,0,2,0,0.21875,0.282608695,0.217391304,1.3,0.21875,0.456521739,0.28125,0.737771739,0.0625,5.1485083885061105,0.318181818,0.15789535827934742,7.536495877971429,2.0018560873172473,0.401018439427666,136.16958217764397,,0.318181818,1.833333333,0.227272727,0.5,0.272727272,0.333333333,0,0.31818182,0.18181818,0.5,0.07142857,104,92,"sa3025481"
"Duncan Pastore","NYY","A",25,3,7,7,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.142857142,0,0.142857142,0,0.142857142,0.142857142,0.285714285,0.428571427,0.142857143,2.64285714,0.166666666,0,0.07890375414889239,-0.8942047162910185,0.19290322916848318,8.108423320292603,,0.166666666,1,0.333333333,0.333333333,0.333333333,0,0,0,0.33333333,0.66666667,0.27272727,5,17,"sa3025482"
"Davis Diaz","OAK","A",22,8,29,37,6,5,1,0,0,4,5,7,0,5,1,0,0,2,0,3,0.206896551,0.189189189,0.135135135,1.4,0.206896551,0.378378378,0.24137931,0.619757688,0.034482759,3.0837912044642857,0.25,-1.6342264702543616,4.709188409977277,-0.3777807570168175,0.3389465728321591,92.5735591348188,,0.25,2.333333333,0.130434782,0.608695652,0.260869565,0.333333333,0,0.625,0.08333333,0.29166667,0.02380952,75,93,"sa3025494"
"Marco Dinges","MIL","A",21,6,20,24,8,4,4,0,0,3,4,3,0,2,1,0,0,1,0,0,0.4,0.125,0.083333333,1.5,0.4,0.5,0.6,1.1,0.2,1.22240259,0.444444444,-0.06522523611783981,6.608236947860905,3.2870388420488332,0.5260265916585922,198.9714776813987,,0.444444444,3,0.333333333,0.5,0.166666666,0.666666666,0,0.27777778,0.33333333,0.38888889,0.08421053,35,60,"sa3025495"
"Sean Barnett","SDP","A",22,9,36,42,11,6,4,0,1,8,6,5,0,14,1,0,0,0,1,0,0.305555555,0.119047619,0.333333333,0.357142857,0.305555555,0.404761904,0.5,0.904761904,0.194444445,5.428895572314497,0.476190476,0.048622261732816696,8.446622819968965,2.672225387164857,0.4308439791202545,146.27712966177316,,0.476190476,2.2,0.238095238,0.523809523,0.238095238,0,0.2,0.54545455,0.27272727,0.18181818,0.15131579,53,99,"sa3025496"
"Kevin Bazzell","WSN","A",22,7,26,30,4,3,1,0,0,5,2,2,0,3,1,1,0,1,0,0,0.153846153,0.066666666,0.1,0.666666666,0.153846153,0.233333333,0.192307692,0.425641025,0.038461539,2.64285714,0.166666666,-0.04891892708837986,1.099132382587254,-3.0523652496778366,0.22474101185798645,26.475563277331283,,0.166666666,1.5,0.166666666,0.5,0.333333333,0.25,0,0.29166667,0.20833333,0.5,0.07017544,39,75,"sa3025511"
"Peyton Stovall","CIN","A+",22,2,6,10,2,2,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0.333333333,0.4,0.1,4,0.333333333,0.6,0.333333333,0.933333333,0,1.60119047125,0.4,-0.07645409926772118,2.399959476118323,1.1967769129326309,0.5031142354011535,199.46760778878806,,0.4,0.333333333,0.2,0.2,0.6,0.666666666,0,0.4,0.4,0.2,0.04651163,24,19,"sa3025512"
"Brady Marget","TBR","A",22,7,26,32,6,4,2,0,0,3,0,5,0,7,1,0,0,0,0,0,0.23076923,0.15625,0.21875,0.714285714,0.23076923,0.375,0.307692307,0.682692307,0.076923077,1.22240259,0.315789473,-0.08153154514729977,4.56685907540531,0.13859493432254696,0.3586271405220032,103.12978020070543,,0.315789473,2,0.210526315,0.526315789,0.263157894,0.2,0,0.26315789,0.15789474,0.57894737,0.09022556,57,76,"sa3025513"
"Ryan Jackson","SDP","A",23,11,33,53,10,8,1,0,1,10,4,18,0,11,1,1,0,0,4,0,0.303030303,0.339622641,0.207547169,1.636363636,0.303030303,0.547169811,0.424242424,0.971412235,0.121212121,5.359162864099034,0.409090909,0.459400094114244,13.356968595864753,6.070228978278617,0.49420621934926734,183.30514464423104,,0.409090909,2.2,0.304347826,0.478260869,0.217391304,0.4,0.2,0.47826087,0.2173913,0.30434783,0.08264463,122,120,"sa3025514"
"Dillon Lewis","NYY","A",22,10,34,38,7,5,1,0,1,4,2,4,0,8,0,0,0,1,3,1,0.205882352,0.105263157,0.210526315,0.5,0.205882352,0.289473684,0.323529411,0.613003095,0.117647059,5.220599792374623,0.24,0.0632105222903192,3.7625061066779955,-1.5200827328529496,0.30185716403158086,71.22466315232057,,0.24,1.833333333,0.291666666,0.458333333,0.25,0.166666666,0.166666666,0.61538462,0.19230769,0.19230769,0.11764706,46,90,"sa3025515"
"Blake Wright","COL","A",23,10,38,43,10,8,2,0,0,5,3,5,0,12,0,0,0,2,5,0,0.263157894,0.116279069,0.279069767,0.416666666,0.263157894,0.348837209,0.315789473,0.664626682,0.052631579,6.173239304285369,0.384615384,0.8360074618831277,5.363961605638793,-0.5479214803273176,0.33579506569130474,90.73186204192709,,0.384615384,2.666666666,0.12,0.64,0.24,0.166666666,0,0.5,0.23076923,0.26923077,0.09659091,67,109,"sa3025525"
"Vance Honeycutt","BAL","A+",22,11,35,48,10,7,1,1,1,10,3,11,0,18,1,0,1,0,7,1,0.285714285,0.229166666,0.375,0.611111111,0.285714285,0.468085106,0.457142857,0.925227963,0.171428572,9.297424342378728,0.5625,0.6729940501973033,10.348729846854967,4.125226734061998,0.44565209048859616,166.28464161257065,,0.5625,2.333333333,0.375,0.4375,0.1875,0.333333333,0.333333333,0.44444444,0.33333333,0.22222222,0.08181818,96,124,"sa3025526"
"Jake Steels","ATL","A",23,3,9,13,1,1,0,0,0,1,3,3,0,3,1,0,0,0,0,0,0.111111111,0.23076923,0.23076923,1,0.111111111,0.384615384,0.111111111,0.495726495,0,1.08035714,0.166666666,-0.04076577257364988,1.482082055855741,-0.3169002514591317,0.3223928763316228,82.38447092166619,,0.166666666,4,0.166666666,0.666666666,0.166666666,0,0,0.16666667,0.5,0.33333333,0.09433962,24,29,"sa3025538"
"Jackson Strong","DET","A",21,9,27,34,7,5,2,0,0,1,2,5,0,12,1,0,0,0,3,1,0.259259259,0.147058823,0.352941176,0.416666666,0.259259259,0.393939393,0.333333333,0.727272726,0.074074074,3.863773549565634,0.466666666,0.0536280800588429,5.333940929531067,0.6074140731086435,0.37371461138580786,112.85117151684616,,0.466666666,0.5,0.4,0.2,0.4,0.166666666,0,0.26666667,0.46666667,0.26666667,0.13375796,63,94,"sa3025551"
"Cal Stark","TEX","A+",22,3,10,11,4,3,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0.4,0.09090909,0.272727272,0.333333333,0.4,0.454545454,0.5,0.954545454,0.1,2.01785714,0.571428571,-0.05751001462340355,2.416871005093177,0.9906515417447883,0.4509140740741383,169.4599651177806,,0.571428571,1,0.142857142,0.428571428,0.428571428,0.333333333,0,0.57142857,0.14285714,0.28571429,0.13157895,13,25,"sa3025560"
"Evan Shaw","LAD","A+",24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,-100,,0,,,,,,,,,,,,,"sa3025563"
"Cameron Sisneros","CHC","A",24,5,17,20,1,0,1,0,0,1,1,3,0,6,0,0,0,0,0,0,0.058823529,0.15,0.3,0.5,0.058823529,0.2,0.117647058,0.317647058,0.058823529,1.08035714,0.09090909,-0.02445946354418993,0.13901211160103677,-2.6286529765756903,0.18727095425128937,5.022721578376186,,0.09090909,1.2,0,0.545454545,0.454545454,0,0,0.27272727,0.27272727,0.45454545,0.1875,28,52,"sa3025564"
"Tommy Hopfe","COL","A",22,11,36,46,9,7,0,1,1,6,6,6,0,10,3,0,1,0,4,0,0.25,0.130434782,0.217391304,0.6,0.25,0.4,0.388888888,0.788888888,0.138888888,8.588214983397112,0.32,0.5981630235910416,7.923803402504004,1.5994633570518861,0.3949318806330363,125.2905970513409,,0.32,1.222222222,0.23076923,0.423076923,0.346153846,0.111111111,0.111111111,0.55555556,0.25925926,0.18518519,0.08910891,85,117,"sa3025593"
"Garrett Pennington","DET","A",24,10,34,35,11,6,4,0,1,6,4,1,0,6,0,0,0,0,2,0,0.323529411,0.028571428,0.171428571,0.166666666,0.323529411,0.342857142,0.529411764,0.872268906,0.205882353,6.62491795591677,0.37037037,0.3664614581502974,6.347153108430438,1.4816107562308836,0.40409634113311765,130.45109155325912,,0.37037037,2.166666666,0.321428571,0.464285714,0.214285714,0.166666666,0.166666666,0.60714286,0.28571429,0.10714286,0.14876033,36,85,"sa3025600"
"Dakota Jordan","SFG","A",22,10,35,46,11,8,1,1,1,6,8,9,0,15,1,1,0,0,2,0,0.314285714,0.195652173,0.326086956,0.6,0.314285714,0.456521739,0.485714285,0.942236024,0.171428571,7.140258925712756,0.5,0.17293339408934116,10.056721233356614,3.7323811879044957,0.45264293447784754,159.0161370369147,,0.5,2.2,0.238095238,0.523809523,0.238095238,0,0.2,0.38095238,0.23809524,0.38095238,0.12371134,80,114,"sa3025601"
"Woody Hadeen","DET","A",22,9,36,41,10,6,3,1,0,6,2,4,0,7,1,0,0,0,4,1,0.277777777,0.097560975,0.170731707,0.571428571,0.277777777,0.365853658,0.416666666,0.782520324,0.138888889,8.891417485959229,0.344827586,0.25362808303907514,6.624313774656541,0.9246784477942059,0.3795360108701194,116.22346684947024,,0.344827586,2.8,0.296296296,0.518518518,0.185185185,0.4,0,0.5862069,0.10344828,0.31034483,0.08074534,64,97,"sa3025602"
"Jakob Christian","SFG","A",22,10,39,44,8,2,4,0,2,7,10,3,0,12,1,1,0,3,0,0,0.205128205,0.068181818,0.272727272,0.25,0.205128205,0.272727272,0.461538461,0.734265733,0.256410256,2.64285714,0.23076923,-0.07568887062370777,5.438608778083085,-0.6107599610450271,0.3343779864636334,89.90374058214452,,0.23076923,1.166666666,0.071428571,0.5,0.428571428,0,0.166666666,0.67857143,0.17857143,0.14285714,0.15642458,65,114,"sa3025603"
"Trey Snyder","NYM","A",19,9,27,35,3,2,0,0,1,3,4,6,0,5,1,1,0,1,2,0,0.111111111,0.171428571,0.142857142,1.2,0.111111111,0.285714285,0.222222222,0.507936507,0.111111111,5.223214285714286,0.09090909,0.3568790159188211,2.6673051053277157,-2.1982372468718387,0.2735392621585301,54.820303930185986,,0.09090909,2,0.045454545,0.636363636,0.318181818,0.142857142,0.142857142,0.56521739,0.17391304,0.26086957,0.07534247,60,86,"sa3025611"
"Justin Trimble","HOU","A",22,6,18,19,3,3,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0.166666666,0,0.47368421,0,0.166666666,0.210526315,0.166666666,0.377192981,0,2.64285714,0.333333333,-0.03261261805891991,0.3154343399910888,-2.313847493776802,0.19945235942539416,11.996977118997386,,0.333333333,2.5,0.222222222,0.555555555,0.222222222,1,0,0.11111111,0.44444444,0.44444444,0.16666667,39,51,"sa3025619"
"Steven Ondina","BAL","A",23,7,17,23,4,4,0,0,0,2,1,5,0,7,0,0,1,0,1,1,0.235294117,0.217391304,0.304347826,0.714285714,0.235294117,0.409090909,0.235294117,0.644385026,0,2.905228114431988,0.4,-0.36499594803899527,3.305454232267552,0.12263938086431543,0.35989063707264984,103.85317357716383,,0.4,3.5,0.1,0.7,0.2,0.5,0,0.36363636,0.09090909,0.54545455,0.09473684,42,53,"sa3025628"
"Keith Jones II","TEX","A+",23,8,29,36,7,5,2,0,0,4,4,7,0,10,0,0,0,2,3,1,0.24137931,0.194444444,0.277777777,0.7,0.24137931,0.388888888,0.310344827,0.699233715,0.068965517,4.819964595198127,0.368421052,-0.02636343613266945,5.184210891418672,0.5165835568239462,0.35414885315630174,111.06736934620338,,0.368421052,7,0.157894736,0.736842105,0.105263157,0.5,0,0.52631579,0.10526316,0.36842105,0.07650273,82,101,"sa3025629"
"Canyon Brown","KCR","A+",21,6,19,21,2,2,0,0,0,4,0,1,0,7,0,0,1,0,2,0,0.105263157,0.047619047,0.333333333,0.142857142,0.105263157,0.15,0.105263157,0.255263157,0,7.5,0.166666666,0.3617729563266039,-0.7083356339239069,-3.23501901661386,0.1361678957939148,-28.034206374120373,,0.166666666,1.5,0.09090909,0.545454545,0.363636363,0.25,0,0.46153846,0.23076923,0.30769231,0.11578947,32,63,"sa3025630"
"Braylon Payne","MIL","A",18,10,39,50,12,9,1,1,1,11,6,10,0,8,0,1,0,0,10,0,0.307692307,0.2,0.16,1.25,0.307692307,0.44,0.461538461,0.901538461,0.153846154,9.851190475,0.354838709,1.8450900940224528,10.374092231792803,3.4549295113509846,0.4403743839263916,149.93276861583004,,0.354838709,1.777777777,0.21875,0.5,0.28125,0.222222222,0.111111111,0.36363636,0.33333333,0.3030303,0.11398964,87,106,"sa3025647"
"Nolan Clifford","COL","A",23,6,23,25,5,5,0,0,0,2,2,0,0,10,2,0,0,0,1,0,0.217391304,0,0.4,0,0.217391304,0.28,0.217391304,0.497391304,0,5.827030130168945,0.384615384,0.1116963205859065,1.6092673701129285,-1.8278739589371356,0.26065309524536134,46.81993598900654,,0.384615384,2.333333333,0.23076923,0.538461538,0.23076923,0,0,0.38461538,0.38461538,0.23076923,0.15730337,28,61,"sa3025670"
"Ali Camarillo","OAK","A",22,11,45,52,15,10,4,0,1,6,6,4,0,13,2,1,0,1,2,0,0.333333333,0.076923076,0.25,0.307692307,0.333333333,0.403846153,0.488888888,0.892735041,0.155555555,4.796022587186455,0.4375,0.1981630176305771,10.161419635698252,3.012165671274117,0.4237518493945782,142.13258734775897,,0.4375,0.857142857,0.161290322,0.387096774,0.451612903,0.214285714,0.071428571,0.45454545,0.3030303,0.24242424,0.09405941,70,132,"sa3028297"
"Peyton Carr","MIN","A",23,5,16,21,3,1,0,1,1,5,3,4,0,3,1,0,0,0,0,0,0.1875,0.19047619,0.142857142,1.333333333,0.1875,0.38095238,0.5,0.88095238,0.3125,5.14285714,0.166666666,-0.02874732669442892,3.989497520229883,1.0701721089101497,0.41481131315231323,136.65819866331242,,0.166666666,0.666666666,0.166666666,0.333333333,0.5,0,0.166666666,0.53846154,0.15384615,0.30769231,0.08510638,48,46,"sa3028487"
"Cole Conn","OAK","A+",23,5,19,25,9,6,3,0,0,6,2,3,0,3,3,0,0,0,0,0,0.47368421,0.12,0.12,1,0.47368421,0.6,0.631578947,1.231578947,0.157894737,2.64285714,0.5625,-0.15290819853544235,7.594898837022076,4.5869424290578475,0.5886419534683227,252.49364707922302,,0.5625,0.571428571,0.266666666,0.266666666,0.466666666,0.142857142,0,0.5625,0.25,0.1875,0.04301075,41,52,"sa3029251"
"Randal Diaz","WSN","A",22,11,35,41,10,8,2,0,0,7,5,5,0,8,1,0,0,1,6,2,0.285714285,0.121951219,0.195121951,0.625,0.285714285,0.390243902,0.342857142,0.733101044,0.057142857,6.450994360971213,0.37037037,0.10262073390185833,6.4265158296355605,0.7528023988732688,0.37633523708436545,113.26824852999539,,0.37037037,1.285714285,0.384615384,0.346153846,0.269230769,0.428571428,0,0.51851852,0.11111111,0.37037037,0.14285714,58,96,"sa3030270"
"Alan Espinal","COL","A",23,5,16,19,1,0,1,0,0,3,1,3,0,9,0,0,0,0,0,0,0.0625,0.157894736,0.47368421,0.333333333,0.0625,0.210526315,0.125,0.335526315,0.0625,2.64285714,0.142857142,-0.037844435311853886,0.21934436943699262,-2.392883040641056,0.19490358390306173,8.39683285577495,,0.142857142,1,0.142857142,0.428571428,0.428571428,0.333333333,0,0.28571429,0.28571429,0.42857143,0.12222222,39,51,"sa3031022"
"Kevin Fitzer","COL","A",23,9,34,38,3,3,0,0,0,1,2,2,0,15,2,0,0,0,0,0,0.088235294,0.052631578,0.394736842,0.133333333,0.088235294,0.184210526,0.088235294,0.27244582,0,0.76785714,0.157894736,-0.08830368239432573,-0.5863862268469406,-5.810841047003038,0.16132868277399162,-11.223874012359063,,0.157894736,0.4,0.222222222,0.222222222,0.555555555,0,0,0.36842105,0.31578947,0.31578947,0.1369863,51,95,"sa3031395"
"Jacob Friend","CIN","A",22,6,10,20,1,1,0,0,0,6,3,6,0,5,3,1,0,0,1,0,0.1,0.3,0.25,1.2,0.1,0.5,0.1,0.6,0,6.309332577682698,0.166666666,0.1520877918228507,3.672754470707118,0.8924445551645156,0.4069405883550644,132.09874374707422,,0.166666666,0,0.4,0,0.6,0,0,0.16666667,0.16666667,0.66666667,0.07865169,45,44,"sa3031730"
"Gunner Gouldsmith","OAK","A",23,5,16,17,1,0,1,0,0,1,1,1,0,5,0,0,0,1,0,0,0.0625,0.058823529,0.294117647,0.2,0.0625,0.117647058,0.125,0.242647058,0.0625,2.64285714,0.09090909,-0.012614811770617962,-0.7507048966394139,-3.0879610003934577,0.12557288127786972,-32.119068827487496,,0.09090909,1.25,0.1,0.5,0.4,0.25,0,0.36363636,0.18181818,0.45454545,0.18181818,15,40,"sa3032524"
