Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Eddy Rodriguez","PIT","A",21,9,36,40,8,6,1,1,0,3,1,3,0,14,1,0,0,2,0,0,0.222222222,0.075,0.35,0.214285714,0.222222222,0.3,0.305555555,0.605555555,0.083333333,3.7224025899999997,0.363636363,-0.047912211157381535,3.961115815402636,-1.5995040156825693,0.30187526494264605,71.23514888140787,,0.363636363,1,0.272727272,0.363636363,0.363636363,0.125,0,0.36363636,0.22727273,0.40909091,0.2,60,100,"sa3016154"
"Jose Suarez","STL","A",20,2,9,9,3,3,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0.333333333,0,0.222222222,0,0.333333333,0.333333333,0.333333333,0.666666666,0,2.982185273159145,0.428571428,-0.30804215697571635,1.0656032632510037,-0.18553619874316735,0.32593127091725665,85.1706221105484,,0.428571428,7,0,1,0,0,0,0.42857143,0.42857143,0.14285714,0.11111111,9,27,"sa3016156"
"Anyelo Encarnacion","STL","A",21,9,31,37,6,5,0,0,1,7,4,4,0,14,2,0,0,0,3,2,0.193548387,0.108108108,0.378378378,0.285714285,0.193548387,0.324324324,0.29032258,0.614646904,0.096774193,5.931880945753074,0.3125,-0.44004041654989123,4.134004585629809,-1.0095687581240058,0.3176480821661047,80.37222975832564,,0.3125,2.333333333,0.375,0.4375,0.1875,0.333333333,0.333333333,0.41176471,0.35294118,0.23529412,0.15483871,53,102,"sa3016157"
"Jose Perez","TBR","A",21,7,17,22,3,3,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0.176470588,0.181818181,0.045454545,4,0.176470588,0.363636363,0.176470588,0.540106951,0,0.4107142775,0.1875,-0.06522523611783981,2.4036245892333956,-0.6408070077610046,0.3163967755707828,78.95150581167145,,0.1875,2.75,0.0625,0.6875,0.25,0.25,0,0.4375,0.25,0.3125,0.03571429,41,43,"sa3016162"
"Karim Ayubi","BOS","A",21,7,21,27,1,1,0,0,0,3,0,5,0,10,1,0,0,0,0,1,0.047619047,0.185185185,0.37037037,0.5,0.047619047,0.259259259,0.047619047,0.306878306,0,3.9580296058834517,0.09090909,-0.5486896419897676,0.7583991603167357,-2.977948708721846,0.21395090774253564,20.297873402025683,,0.09090909,0.571428571,0,0.363636363,0.636363636,0.428571428,0,0.45454545,0.27272727,0.27272727,0.20183486,52,57,"sa3016170"
"Luis Ravelo","BOS","AA",21,6,24,25,3,2,1,0,0,3,4,0,0,10,0,1,0,1,0,0,0.125,0,0.4,0,0.125,0.12,0.166666666,0.286666666,0.041666666,2.64285714,0.2,-0.018670160323381424,-0.7451261037622253,-3.7732640856538575,0.1292927885055542,-24.606742104161196,,0.2,0.833333333,0.214285714,0.357142857,0.428571428,0.5,0,0.33333333,0.13333333,0.53333333,0.23076923,28,63,"sa3016171"
"Ahbram Liendo","BOS","AA",21,6,22,23,6,4,2,0,0,2,3,1,0,10,0,0,0,0,1,0,0.272727272,0.04347826,0.434782608,0.1,0.272727272,0.304347826,0.363636363,0.667984189,0.090909091,5.153437892375007,0.5,0.15332460217177868,2.5313405231151047,-0.25454642022519675,0.3133280329082323,90.86300250504806,,0.5,2,0.181818181,0.545454545,0.272727272,0.333333333,0,0.66666667,0.16666667,0.16666667,0.09708738,35,68,"sa3016173"
"Ricardo Cova","SEA","A",21,11,51,56,17,9,6,1,1,12,12,5,0,11,0,0,0,2,3,1,0.333333333,0.089285714,0.196428571,0.454545454,0.333333333,0.392857142,0.549019607,0.941876749,0.215686274,8.433364169969098,0.41025641,-0.06668532826006413,11.64129343542706,3.942096858354918,0.43927038673843655,151.20140548293443,,0.41025641,1.076923076,0.307692307,0.358974358,0.333333333,0.153846153,0.076923076,0.3,0.2,0.5,0.11458333,69,123,"sa3016186"
"Diego Viloria","BOS","A",22,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,-0.2828444832256254,-0.5596109920432981,0,-100,,0,1,0,1,0,0,0,1,0,0,0,1,3,"sa3016299"
"Hans Montero","NYY","A",21,5,19,20,4,4,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0.210526315,0.05,0.4,0.125,0.210526315,0.25,0.210526315,0.460526315,0,4.05665087634207,0.363636363,0.17604389740154147,0.9006338005498887,-1.879676114992714,0.23482479453086852,32.39328808328628,,0.363636363,2,0.454545454,0.363636363,0.181818181,0.5,0,0.63636364,0.18181818,0.18181818,0.19402985,22,45,"sa3016321"
"David Leon","CLE","AAA",21,1,2,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.333333333,0.666666666,0.5,0,0.333333333,0,0.333333333,0,0.14285714,0,-0.009817331098020077,0.16314914449670448,-0.21568163112184868,0.2470124363899231,43.066496968287574,,0,0,0,0,0,0,0,,,,0.1875,7,9,"sa3016336"
"Carlos Linarez","STL","AA",23,4,15,17,7,7,0,0,0,2,2,2,0,5,0,0,0,0,0,0,0.466666666,0.117647058,0.294117647,0.4,0.466666666,0.529411764,0.466666666,0.99607843,0,0.9067460274999999,0.7,-0.04444422433152795,4.069048885113411,1.8699845260445402,0.47508371928158927,185.03546148309778,,0.7,8,0.2,0.8,0,0,0,0.1,0.4,0.5,0.15277778,30,42,"sa3016346"
"Jose Ramos","SFG","A",22,4,14,16,3,3,0,0,0,2,1,2,0,4,0,0,0,0,3,0,0.214285714,0.125,0.25,0.5,0.214285714,0.3125,0.214285714,0.526785714,0,6.875,0.3,0.5369259500876069,1.2945700497021453,-0.9052004008898958,0.2812393084168434,58.850233639320315,,0.3,1.333333333,0.222222222,0.444444444,0.333333333,0.333333333,0,0.4,0.3,0.3,0.08333333,22,38,"sa3016541"
"Robert Lopez","CLE","A",21,4,14,16,2,1,1,0,0,0,2,2,0,5,0,0,0,0,0,0,0.142857142,0.125,0.3125,0.4,0.142857142,0.25,0.214285714,0.464285714,0.071428572,0.14285714,0.222222222,-0.02445946354418993,0.8597010667184928,-1.354431003822889,0.24631591141223907,38.82790363577027,,0.222222222,1,0.5,0.25,0.25,0.5,0,0.55555556,0.11111111,0.33333333,0.24137931,20,38,"sa3016641"
"Elio Campos","ATL","A",21,1,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2.5,0,0.4000000059604645,-0.4242667248384381,-0.8394164880649472,0,-100,,0,1,0,1,0,0,0,0.33333333,0,0.66666667,0,1,4,"sa3016645"
"Luis Suisbel","SEA","A+",22,5,19,21,5,3,2,0,0,2,3,1,0,5,1,0,0,0,0,0,0.263157894,0.047619047,0.238095238,0.2,0.263157894,0.333333333,0.368421052,0.701754385,0.105263158,1.60119047125,0.357142857,-0.028574822936207056,2.3888383119723975,-0.3327874184229193,0.3367656469345093,87.77247676980984,,0.357142857,2,0.307692307,0.461538461,0.23076923,0.333333333,0,0.57142857,0.28571429,0.14285714,0.15730337,36,53,"sa3016717"
"Edward Duran","TOR","A",21,9,36,43,6,3,1,0,2,6,6,6,0,12,1,0,0,0,0,0,0.166666666,0.139534883,0.279069767,0.5,0.166666666,0.302325581,0.361111111,0.663436692,0.194444445,2.01785714,0.181818181,-0.047912211157381535,5.072648395205124,-0.9050179232114717,0.3253950837046601,84.86001267044296,,0.181818181,1.1,0.045454545,0.5,0.454545454,0,0.2,0.25,0.41666667,0.33333333,0.08433735,74,92,"sa3016719"
"Rayne Doncon","MIN","A+",21,5,16,18,1,0,0,0,1,2,3,2,0,8,0,0,0,0,0,0,0.0625,0.111111111,0.444444444,0.25,0.0625,0.166666666,0.25,0.416666666,0.1875,2.64285714,0,-0.02548469975590706,0.36779380821769336,-1.797934805516552,0.20877697732713488,16.982451350796303,,0,1.333333333,0.125,0.5,0.375,0,0.333333333,0.625,0.25,0.125,0.17105263,31,45,"sa3016720"
"Carlos Jorge","CIN","A+",21,8,19,28,3,3,0,0,0,3,1,7,0,8,1,0,1,0,1,1,0.157894736,0.25,0.285714285,0.875,0.157894736,0.407407407,0.157894736,0.565302143,0,3.2970481466399635,0.272727272,-0.3715901058167219,3.2655707681197987,-0.10334040880013816,0.3377315004666646,96.93252794825483,,0.272727272,9,0,1,0,0,0,0.54545455,0.09090909,0.36363636,0.10526316,59,74,"sa3016722"
"Frederick Bencosme","BAL","AA",22,10,35,40,6,4,1,0,1,4,2,3,0,7,0,0,2,0,1,1,0.171428571,0.075,0.175,0.428571428,0.171428571,0.236842105,0.285714285,0.52255639,0.114285714,4.060191301397047,0.185185185,-0.28963240049779415,2.493040490235118,-2.3519802807914933,0.2505208598939996,51.45572347478022,,0.185185185,0.411764705,0.142857142,0.25,0.607142857,0.411764705,0.058823529,0.24137931,0.34482759,0.4137931,0.10869565,46,92,"sa3016779"
"Spencer Packard","SEA","AAA",27,12,43,48,12,11,1,0,0,5,3,3,0,7,2,0,0,2,0,0,0.279069767,0.0625,0.145833333,0.428571428,0.279069767,0.354166666,0.302325581,0.656492247,0.023255814,1.60119047125,0.333333333,-0.08157588541507721,5.173900213681394,-1.4665290446651638,0.31812458112835884,77.91514693388476,,0.333333333,3,0.314285714,0.514285714,0.171428571,0,0,0.27777778,0.25,0.47222222,0.08092486,65,108,"sa3016803"
"Tanner Murray","TBR","AAA",25,17,67,70,21,11,7,0,3,6,11,3,0,17,0,0,0,2,1,0,0.313432835,0.042857142,0.242857142,0.176470588,0.313432835,0.342857142,0.552238805,0.895095947,0.23880597,2.9379579043532957,0.382978723,0.06255736760795116,12.318888214483769,3.4795034500508613,0.3984070292540959,139.36363833885096,,0.382978723,1.571428571,0.265306122,0.448979591,0.285714285,0.214285714,0.214285714,0.52941176,0.25490196,0.21568627,0.13389121,83,156,"sa3016805"
"Colin Davis","SEA","AAA",26,1,3,4,2,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0.666666666,0.25,0,1,0.666666666,0.75,1,1.75,0.333333334,6.4583333312499995,0.666666666,0.1898030173033476,1.8950960873765346,1.3417269825143214,0.7365575283765793,342.4651052480435,,0.666666666,2,0,0.666666666,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0.07692308,6,7,"sa3016806"
"Konner Piotto","TEX","AAA",27,3,6,8,3,2,1,0,0,2,0,2,0,2,0,0,0,0,1,0,0.5,0.25,0.25,1,0.5,0.625,0.666666666,1.291666666,0.166666666,6.160714285714286,0.75,0.17960603162646294,2.6795472761146604,1.572809066390234,0.5778313726186752,242.11211400949622,,0.75,2,0.25,0.5,0.25,1,0,0,0.25,0.75,0.06666667,13,17,"sa3016810"
"Marcos Castanon","SDP","AA",26,11,42,44,14,9,4,0,1,3,7,0,0,12,1,1,0,1,0,0,0.333333333,0,0.272727272,0,0.333333333,0.34090909,0.5,0.84090909,0.166666667,0.47939559625,0.433333333,-0.0493824714794755,6.999704264913674,1.3080082767354202,0.3760342828252099,122.98099335333747,,0.433333333,1.2,0.266666666,0.4,0.333333333,0.1,0.1,0.4,0.5,0.1,0.13103448,41,104,"sa3016818"
"Max Ferguson","BOS","AA",25,8,29,38,6,5,1,0,0,9,4,9,0,13,0,0,0,0,6,0,0.206896551,0.236842105,0.342105263,0.692307692,0.206896551,0.394736842,0.24137931,0.636116152,0.034482759,7.3380488223983615,0.375,1.0693088956177235,4.821036406933274,0.21826667445799286,0.3354484423210746,104.74207242908528,,0.375,1.166666666,0.1875,0.4375,0.375,0.333333333,0,0.375,0.125,0.5,0.12,78,97,"sa3016819"
"Diego Omana","CIN","A",22,4,13,14,3,2,1,0,0,3,4,0,0,5,1,0,0,0,0,0,0.23076923,0,0.357142857,0,0.23076923,0.285714285,0.307692307,0.593406592,0.076923077,2.64285714,0.375,-0.01437366334721446,1.3026557130006362,-0.6435612278791857,0.29444820966039387,66.93270856083227,,0.375,0.75,0.125,0.375,0.5,0,0,0.25,0.25,0.5,0.14285714,16,33,"sa3016824"
"Diego Mosquera","NYM","A+",21,6,18,20,5,4,1,0,0,3,1,1,0,7,1,0,0,1,0,0,0.277777777,0.05,0.35,0.142857142,0.277777777,0.35,0.333333333,0.683333333,0.055555556,2.64285714,0.454545454,-0.08626502193510532,2.5834407141048885,-0.009685582892181662,0.335189613699913,99.62649012107903,,0.454545454,5,0.4,0.5,0.1,0,0,0.18181818,0.36363636,0.45454545,0.12307692,19,46,"sa3016825"
"Raylin Heredia","PHI","A+",21,7,19,21,8,5,3,0,0,2,6,1,0,3,0,0,0,0,0,0,0.421052631,0.047619047,0.142857142,0.333333333,0.421052631,0.45,0.578947368,1.028947368,0.157894737,0.9067460274999999,0.5,-0.08626502193510532,5.048138859178234,2.3253562473313107,0.4773351639509201,185.40366892360788,,0.5,0.285714285,0.4375,0.125,0.4375,0,0,0.35294118,0.29411765,0.35294118,0.06944444,24,48,"sa3016826"
"Miguel Bleis","BOS","A+",21,5,18,21,3,2,0,0,1,4,6,3,0,6,0,0,0,0,2,0,0.166666666,0.142857142,0.285714285,0.5,0.166666666,0.285714285,0.333333333,0.619047618,0.166666667,7.258769757263128,0.181818181,0.32811248768121004,2.138786485912194,-0.5839961259347296,0.3002652128537496,78.55149642157468,,0.181818181,0.5,0,0.333333333,0.666666666,0.166666666,0.166666666,0.5,0.2,0.3,0.14084507,29,42,"sa3016834"
"Raudelis Martinez","TBR","A+",23,7,22,24,2,1,0,0,1,1,1,0,0,6,0,0,2,0,0,0,0.09090909,0,0.25,0,0.09090909,0.09090909,0.227272727,0.318181817,0.136363637,0.14285714,0.066666666,-0.014377503655850887,-0.5650005602870078,-3.676752116683492,0.14000485160134055,-18.15699454301223,,0.066666666,1.166666666,0.133333333,0.466666666,0.4,0.166666666,0.166666666,0.55555556,0.33333333,0.11111111,0.08219178,23,50,"sa3016835"
"Zach Humphreys","LAA","AAA",27,3,11,11,1,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0.09090909,0,0.363636363,0,0.09090909,0.09090909,0.181818181,0.272727271,0.090909091,0.14285714,0.142857142,0,-0.7644111501136048,-2.2861761884846907,0.11543720418756659,-50.23187751322234,,0.142857142,5,0.142857142,0.714285714,0.142857142,1,0,0.71428571,0.14285714,0.14285714,0.21276596,17,30,"sa3016853"
"Myles Emmerson","LAA","AA",27,5,15,16,6,2,2,0,2,3,3,1,0,3,0,0,0,1,0,0,0.4,0.0625,0.1875,0.333333333,0.4,0.4375,0.933333333,1.370833333,0.533333333,0.76785714,0.4,-0.04562675580382347,5.195601004241169,3.3944159923774606,0.6147337779402733,288.45459905671856,,0.4,0.8,0.25,0.333333333,0.416666666,0,0.4,0.33333333,0.16666667,0.5,0.06779661,22,37,"sa3016862"
"Tyler McDonough","BOS","AAA",26,6,18,21,3,3,0,0,0,1,1,3,0,7,0,0,0,0,1,0,0.166666666,0.142857142,0.333333333,0.428571428,0.166666666,0.285714285,0.166666666,0.452380951,0,4.312447272399516,0.272727272,0.14109601639211178,1.0118383910499338,-1.6399770382799383,0.23929303884506226,38.156441050108484,,0.272727272,9,0,0.9,0.1,0,0,0.54545455,0.09090909,0.36363636,0.13207547,41,65,"sa3016869"
"Jefferson Valladares","MIN","A",23,4,15,15,4,3,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0.266666666,0,0.2,0,0.266666666,0.266666666,0.333333333,0.599999999,0.066666667,0.14285714,0.333333333,-0.01437366334721446,1.2885813508002566,-0.7966510858566953,0.28558026949564613,61.79557387214407,,0.333333333,1.333333333,0.416666666,0.333333333,0.25,0.333333333,0,0.25,0.25,0.5,0.12280702,19,38,"sa3016918"
"Mike Antico","STL","AAA",27,7,23,26,8,6,2,0,0,6,2,2,0,5,0,1,0,0,3,0,0.347826086,0.076923076,0.192307692,0.4,0.347826086,0.384615384,0.434782608,0.819397992,0.086956522,7.187044413199265,0.421052631,0.5214613601565361,4.047567144525918,0.7643670891651241,0.37312278839258045,123.28116094896713,,0.421052631,2.5,0.222222222,0.555555555,0.222222222,0,0,0.47368421,0.10526316,0.42105263,0.08888889,31,59,"sa3016922"
"Luis Caicuto","PHI","A+",22,2,9,9,4,3,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0.444444444,0,0.333333333,0,0.444444444,0.444444444,0.555555555,0.999999999,0.111111111,1.08035714,0.666666666,-0.04313251096755266,2.0908803080162968,0.9239734743676149,0.46702398194207084,179.1814262907808,,0.666666666,3,0.5,0.5,0,0,0,0.33333333,0.16666667,0.5,0.10810811,12,25,"sa3016923"
"Abimelec Ortiz","TEX","AA",23,10,42,47,10,6,3,0,1,5,4,4,0,12,1,0,0,0,0,0,0.238095238,0.085106382,0.255319148,0.333333333,0.238095238,0.319148936,0.38095238,0.700101316,0.142857142,1.4409340587500001,0.310344827,-0.05432071862742305,5.642719817559187,-0.4370463516312196,0.3278786020076021,92.81146117352375,,0.310344827,0.785714285,0.166666666,0.366666666,0.466666666,0.357142857,0.071428571,0.6,0.1,0.3,0.14204545,61,115,"sa3016926"
"Ben Ramirez","SEA","AA",26,6,23,24,7,4,2,0,1,5,4,1,0,6,0,0,0,1,0,0,0.304347826,0.041666666,0.25,0.166666666,0.304347826,0.333333333,0.52173913,0.855072463,0.217391304,2.64285714,0.375,-0.02469123573973775,3.956038284840864,0.8514768367436355,0.3831302846471469,127.42663822181719,,0.375,0.857142857,0.235294117,0.352941176,0.411764705,0.428571428,0.142857142,0.41176471,0.29411765,0.29411765,0.16666667,26,64,"sa3016950"
"Tyler Hardman","NYY","AA",26,9,31,35,8,3,4,0,1,5,4,4,0,9,0,0,0,1,2,0,0.258064516,0.114285714,0.257142857,0.444444444,0.258064516,0.342857142,0.483870967,0.826728109,0.225806451,6.056736137166769,0.333333333,0.3346544448286295,5.654086144289743,1.414692969641458,0.38107580627713883,133.3701761398629,,0.333333333,0.636363636,0.181818181,0.318181818,0.5,0.272727272,0.09090909,0.72727273,0.13636364,0.13636364,0.10071942,51,88,"sa3016955"
"Chris Meyers","DET","AA",26,9,33,36,7,4,3,0,0,5,0,2,0,10,1,0,0,1,0,0,0.212121212,0.055555555,0.277777777,0.2,0.212121212,0.277777777,0.303030303,0.58080808,0.090909091,2.64285714,0.304347826,-0.06534556113183498,3.0379960526461356,-1.3225226412778142,0.27955153418911827,69.67052008925798,,0.304347826,1,0.304347826,0.347826086,0.347826086,0.25,0,0.52173913,0.08695652,0.39130435,0.14388489,51,88,"sa3016956"
"Caleb Roberts","ARI","AA",25,10,40,45,6,3,2,1,0,5,5,4,0,17,1,0,0,0,0,0,0.15,0.088888888,0.377777777,0.235294117,0.15,0.244444444,0.25,0.494444444,0.1,5.14285714,0.260869565,-0.0395059771835804,2.2439266838388736,-3.5771260313434308,0.24126567973030938,38.54846869856251,,0.260869565,0.875,0.318181818,0.318181818,0.363636363,0.375,0,0.39130435,0.26086957,0.34782609,0.14659686,68,123,"sa3016959"
"Tyler Tolve","ATL","A+",24,7,21,26,0,0,0,0,0,1,0,4,0,15,1,0,0,0,0,0,0,0.153846153,0.576923076,0.266666666,0,0.192307692,0,0.192307692,0,1.08035714,0,-0.07188751827925444,-0.47436372482045375,-3.845427910916645,0.14677490637852594,-14.071631349439931,,0,0.25,0.166666666,0.166666666,0.666666666,0.5,0,0.5,0.16666667,0.33333333,0.25806452,43,81,"sa3016960"
"Corey Rosier","BOS","AA",25,9,31,37,8,4,3,0,1,5,13,4,0,12,0,2,0,0,2,0,0.258064516,0.108108108,0.324324324,0.333333333,0.258064516,0.324324324,0.451612903,0.775937227,0.193548387,5.926244848898726,0.35,0.3253193646669388,5.097955876226555,0.6163116630269393,0.3498082869761699,113.75190964984992,,0.35,1.142857142,0.285714285,0.38095238,0.333333333,0.142857142,0.142857142,0.47619048,0.19047619,0.33333333,0.125,50,102,"sa3016961"
"Grant Richardson","NYY","AA,AAA",25,9,23,28,6,3,2,0,1,6,5,3,0,10,0,1,1,0,0,0,0.260869565,0.107142857,0.357142857,0.3,0.260869565,0.333333333,0.478260869,0.811594202,0.217391304,2.64285714,0.384615384,-0.058421735651791096,4.0567663620902366,0.5931321393443407,0.36124736732906765,114.62908934720149,,0.384615384,1,0.142857142,0.428571428,0.428571428,0,0.166666666,0.2,0.4,0.4,0.15044248,46,67,"sa3016964"
"Cooper Bowman","OAK","AAA",25,1,4,5,2,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0.5,0.2,0,1,0.5,0.6,1.5,2.1,1,4.10119047125,0.5,-0.005098492838442326,2.5646364549222556,1.8729250738444894,0.7813217759132385,370.7668436691406,,0.5,0,0.25,0,0.75,0,0,0.25,0.5,0.25,0.04545455,9,13,"sa3016966"
"Austin Murr","DET","AAA",26,1,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.333333333,0,0.666666666,0,0.333333333,0.333333333,0.333333333,0.666666666,0,0.14285714,1,-0.009817331098020077,0.31814918088156596,-0.0606815947369872,0.31133798758188885,83.98187300440242,,1,1,0,1,0,0,0,1,0,0,0.11111111,6,12,"sa3016967"
"Izaac Pacheco","DET","A+",22,5,20,23,3,2,1,0,0,1,1,3,0,7,0,0,0,0,0,0,0.15,0.130434782,0.304347826,0.428571428,0.15,0.260869565,0.2,0.460869565,0.05,0.5595238025,0.23076923,-0.06371174938976765,1.0959857622614813,-1.67133413306561,0.24526508994724439,39.60459230290534,,0.23076923,1,0.23076923,0.384615384,0.384615384,0,0,0.53846154,0.23076923,0.23076923,0.08510638,39,55,"sa3016969"
"Justice Bigbie","DET","AA,AAA",26,11,40,45,15,10,2,0,3,9,14,4,0,3,1,0,0,1,0,0,0.375,0.088888888,0.066666666,1.333333333,0.375,0.444444444,0.65,1.094444444,0.275,1.86160714,0.352941176,-0.14002620242536068,11.212111091710684,5.7408571005836695,0.4955961479081048,204.88338535698838,,0.352941176,1.384615384,0.162162162,0.486486486,0.351351351,0.153846153,0.23076923,0.35135135,0.24324324,0.40540541,0.05063291,58,100,"sa3016971"
"Ben Malgeri","DET","AA",25,6,20,23,7,4,1,2,0,5,3,2,0,4,1,0,0,1,1,0,0.35,0.086956521,0.173913043,0.5,0.35,0.434782608,0.6,1.034782608,0.25,8.853561804508608,0.4375,0.13465444184839725,5.24284296719082,2.4569560238505184,0.46845214522403217,188.19295519956054,,0.4375,2.666666666,0.3125,0.5,0.1875,0.333333333,0,0.5625,0.1875,0.25,0.1125,27,53,"sa3016975"
"Ben Cowles","CHC","AAA",25,15,59,64,14,8,3,1,2,8,8,5,0,26,0,0,0,2,2,0,0.237288135,0.078125,0.40625,0.192307692,0.237288135,0.296875,0.423728813,0.720603813,0.186440678,7.705012857257554,0.387096774,0.2723747016862035,7.571882400794614,-0.5098408124011864,0.32660297956317663,93.69143437665966,,0.387096774,1.2,0.266666666,0.4,0.333333333,0.3,0.2,0.53333333,0.16666667,0.3,0.25777778,74,151,"sa3016976"
"Aaron McKeithan","PIT","AA",25,6,18,21,2,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0.111111111,0.095238095,0,2,0.111111111,0.238095238,0.111111111,0.349206349,0,1.08035714,0.111111111,-0.04667540080845356,0.4648026514073313,-2.0788332533816396,0.1976346146492731,18.27315971331569,,0.111111111,1.142857142,0.117647058,0.470588235,0.411764705,0.285714285,0,0.5,0.16666667,0.33333333,0.04615385,22,43,"sa3016977"
"Wade Stauss","STL","AAA",26,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14285714,0,0,-0.5760754467798364,-1.081183147604574,0,-100,,0,0,0,0,0,0,0,,,,0.31578947,7,12,"sa3017000"
"Noah Mendlinger","STL","AA",24,6,22,26,6,5,1,0,0,3,3,4,0,2,0,0,0,1,1,0,0.272727272,0.153846153,0.076923076,2,0.272727272,0.384615384,0.318181818,0.702797202,0.045454546,4.775514556976929,0.3,0.1555557786487043,3.509795059064974,0.14652015695964227,0.3463063950722034,104.35647281962959,,0.3,2,0.368421052,0.421052631,0.210526315,0.25,0,0.45,0.15,0.4,0.02272727,33,55,"sa3017001"
"Jack Rogers","CIN","AA,AAA",26,4,10,11,5,2,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0.5,0.09090909,0.09090909,1,0.5,0.545454545,0.9,1.445454545,0.4,3.0595238025,0.555555555,-0.034843580797314644,3.8572346774741053,2.5367028100295905,0.636298656463623,296.7117120085381,,0.555555555,5,0.333333333,0.555555555,0.111111111,0,0,0.44444444,0.11111111,0.44444444,0.14285714,16,26,"sa3017017"
"Joshua Baez","STL","A+",22,10,39,43,9,9,0,0,0,6,5,3,0,13,0,0,0,1,5,0,0.23076923,0.069767441,0.302325581,0.23076923,0.23076923,0.285714285,0.23076923,0.516483515,0,7.305347228041089,0.346153846,0.8470918163657188,2.6600558503055503,-2.5136291713929246,0.2643147238663265,51.41511010332588,,0.346153846,0.833333333,0.12,0.4,0.48,0.5,0,0.42307692,0.30769231,0.26923077,0.15151515,66,99,"sa3017022"
"Chad Stevens","LAA","AAA",26,11,31,37,9,4,4,1,0,5,2,6,0,12,0,0,0,0,1,0,0.29032258,0.162162162,0.324324324,0.5,0.29032258,0.405405405,0.483870967,0.889276372,0.193548387,7.226251394500764,0.47368421,0.14901507459580898,6.69266651781142,1.5740022978359482,0.401692728738527,130.75025495310751,,0.47368421,1.5,0.47368421,0.315789473,0.210526315,0.25,0,0.73684211,0.10526316,0.15789474,0.12903226,58,97,"sa3017040"
"Adam Hackenberg","CHW","AA",25,7,22,26,5,3,2,0,0,2,2,4,0,8,0,0,0,1,1,0,0.227272727,0.153846153,0.307692307,0.5,0.227272727,0.346153846,0.318181818,0.664335664,0.090909091,4.448800368436454,0.357142857,0.0935375727713108,2.9868834952795447,0.05995785100101868,0.3270401977575742,102.04849245549583,,0.357142857,8,0.357142857,0.571428571,0.071428571,0,0,0.42857143,0.21428571,0.35714286,0.12149533,38,69,"sa3017041"
"Michael Trautwein","CIN","AA",25,9,24,32,4,2,1,0,1,4,4,6,0,12,1,1,0,0,1,0,0.166666666,0.1875,0.375,0.5,0.166666666,0.34375,0.333333333,0.677083333,0.166666667,4.944324986348784,0.25,0.06311973556876183,3.832486524311863,0.2301165005844463,0.33373753912746906,106.38791959373295,,0.25,1,0.166666666,0.416666666,0.416666666,0.4,0.2,0.61538462,0.15384615,0.23076923,0.17777778,57,78,"sa3017043"
"Alex Binelas","BOS","AAA",25,1,2,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0.25,0.5,0.5,0,0.5,0,0.5,0,0.14285714,0,-0.019634662196040154,0.6393360028083636,0.13422830198362604,0.3782999664545059,126.57419432815193,,0,0,0,0,0,0,0,,,,0.26666667,6,9,"sa3017044"
"Wes Clarke","MIL","AAA",25,11,37,46,5,3,1,0,1,2,4,8,0,18,0,1,0,0,0,0,0.135135135,0.173913043,0.391304347,0.444444444,0.135135135,0.282608695,0.243243243,0.525851938,0.108108108,0.14285714,0.210526315,-0.10799064207822084,3.1078971404136064,-2.7008414190708754,0.26342158991357556,53.50382201896565,,0.210526315,0.545454545,0.15,0.3,0.55,0.272727272,0.09090909,0.55,0.1,0.35,0.11483254,96,113,"sa3017045"
"Ethan Murray","MIL","AA",25,6,21,23,7,6,1,0,0,3,2,0,0,6,0,1,1,0,3,0,0.333333333,0,0.260869565,0,0.333333333,0.318181818,0.38095238,0.699134198,0.047619047,7.0535714249999995,0.4375,0.5087464973330498,2.528786622728463,-0.06041683182561772,0.320277295329354,97.66658615724646,,0.4375,0.857142857,0.1875,0.375,0.4375,0.142857142,0,0.41176471,0.35294118,0.23529412,0.18292683,23,59,"sa3017051"
